"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k","date"
"1","268","MO- KANSAS CITY",2481936,0.000490824926197537,1.6522356531509e-05,49.0824926197537,1.6522356531509,2020-04-08
"2","297","NY- BRONX",1398749,0.0105011949135381,0.000544599284043934,1050.11949135381,54.4599284043934,2020-04-08
"3","303","NY- NEW YORK",4981418,0.0100446361994643,0.000558777272697776,1004.46361994643,55.8777272697776,2020-04-08
"4","308","NY- WHITE PLAINS",1135283,0.0147361320844355,0.000310631384014606,1473.61320844355,31.0631384014606,2020-04-08
"5","301","NY- EAST LONG ISLAND",4728414,0.0112444238207501,0.000442160495997152,1124.44238207501,44.2160495997152,2020-04-08
"6","289","NJ- NEWARK",1534797,0.00787079757958145,0.000282059561517527,787.079757958145,28.2059561517527,2020-04-08
"7","001","AL- BIRMINGHAM",2276677,0.000636015335421506,1.99030916689213e-05,63.6015335421506,1.99030916689213,2020-04-08
"8","007","AL- MONTGOMERY",473121,0.00034637711226142,6.91387584731814e-06,34.637711226142,0.691387584731814,2020-04-08
"9","006","AL- MOBILE",826053,0.000527898275756533,1.91789427973832e-05,52.7898275756533,1.91789427973832,2020-04-08
"10","134","FL- PENSACOLA",764431,0.0004848962031769,7.90073044297781e-06,48.48962031769,0.790073044297781,2020-04-08
"11","002","AL- DOTHAN",375802,0.000493692102562794,1.8626830086056e-05,49.3692102562794,1.8626830086056,2020-04-08
"12","009","AL- TUSCALOOSA",266186,0.000465164284233333,0,46.5164284233333,0,2020-04-08
"13","144","GA- ATLANTA",6243061,0.000900587523493927,2.9605574805217e-05,90.0587523493927,2.9605574805217,2020-04-08
"14","148","GA- ROME",289908,0.000728516610265949,3.24816062068811e-05,72.8516610265949,3.24816062068811,2020-04-08
"15","260","MS- MERIDIAN",197862,0.000762547434036796,3.03241653273494e-05,76.2547434036796,3.03241653273494,2020-04-08
"16","005","AL- HUNTSVILLE",626099,0.000423973644402897,5.16899921204795e-06,42.3973644402897,0.516899921204795,2020-04-08
"17","373","TN- CHATTANOOGA",700134,0.000246889591765908,1.59893110957264e-05,24.6889591765908,1.59893110957264,2020-04-08
"18","262","MS- TUPELO",396259,0.000468682631028023,2.08531295906755e-05,46.8682631028023,2.08531295906755,2020-04-08
"19","146","GA- COLUMBUS",349248,0.000751727430485835,1.90990570702538e-05,75.1727430485835,1.90990570702538,2020-04-08
"20","010","AK- ANCHORAGE",710231,0.000313982352220616,7.03996305427389e-06,31.3982352220616,0.703996305427389,2020-04-08
"21","293","NM- ALBUQUERQUE",1729568,0.000519664112073663,1.09848102338099e-05,51.9664112073662,1.09848102338099,2020-04-08
"22","012","AZ- PHOENIX",3373124,0.000452003111097958,1.35396353331628e-05,45.2003111097958,1.35396353331628,2020-04-08
"23","015","AZ- TUCSON",1221007,0.000399550692124889,1.30588173690847e-05,39.9550692124889,1.30588173690847,2020-04-08
"24","423","UT- SALT LAKE CITY",2034274,0.000682202858089908,4.86143751196176e-06,68.2202858089908,0.486143751196176,2020-04-08
"25","014","AZ- SUN CITY",298424,0.000406051409842691,9.60520279340338e-06,40.6051409842691,0.960520279340338,2020-04-08
"26","011","AZ- MESA",1384107,0.000397976031371686,8.40205530320294e-06,39.7976031371686,0.840205530320294,2020-04-08
"27","279","NV- LAS VEGAS",2064056,0.000919865273328094,3.16720895941042e-05,91.9865273328094,3.16720895941042,2020-04-08
"28","019","AR- LITTLE ROCK",1557326,0.000481240077480111,1.03093443818497e-05,48.1240077480111,1.03093443818497,2020-04-08
"29","270","MO- SPRINGFIELD",865127,0.00015178377527935,8.20611784020426e-06,15.178377527935,0.820611784020426,2020-04-08
"30","267","MO- JOPLIN",375895,0.000177491428429776,5.29466650831658e-06,17.7491428429776,0.529466650831658,2020-04-08
"31","021","AR- SPRINGDALE",535647,0.000196314030644866,1.38566978583775e-06,19.6314030644866,0.138566978583775,2020-04-08
"32","273","MO- ST LOUIS",3427241,0.000751742675437904,1.88504006831501e-05,75.1742675437904,1.88504006831501,2020-04-08
"33","018","AR- JONESBORO",238432,0.00025208582367211,3.96335202989323e-06,25.208582367211,0.396335202989323,2020-04-08
"34","219","LA- SHREVEPORT",694588,0.00179194763250666,6.97192006991404e-05,179.194763250666,6.97192006991404,2020-04-08
"35","016","AR- FORT SMITH",376522,9.29959121234911e-05,4.71283782006412e-06,9.29959121234911,0.471283782006412,2020-04-08
"36","379","TN- MEMPHIS",1816203,0.000830072976505341,1.90206652447065e-05,83.0072976505341,1.90206652447065,2020-04-08
"37","022","AR- TEXARKANA",263672,0.000278924774439623,2.34721768694803e-05,27.8924774439623,2.34721768694803,2020-04-08
"38","065","CA- ALAMEDA CO.",1538029,0.000459823514145166,1.05257666477616e-05,45.9823514145166,1.05257666477616,2020-04-08
"39","033","CA- CONTRA COSTA CO.",1042954,0.000404179269097356,6.25241165546668e-06,40.4179269097356,0.625241165546668,2020-04-08
"40","091","CA- STOCKTON",596968,0.000330341575197087,1.90590329222155e-05,33.0341575197087,1.90590329222155,2020-04-08
"41","077","CA- SACRAMENTO",2589156,0.000347232681842842,1.38131978769025e-05,34.7232681842842,1.38131978769025,2020-04-08
"42","280","NV- RENO",758460,0.000541303299638535,1.23024593366544e-05,54.1303299638535,1.23024593366544,2020-04-08
"43","031","CA- CHICO",300672,5.45428193019811e-05,1.16524608419053e-07,5.45428193019811,0.0116524608419053,2020-04-08
"44","058","CA- MODESTO",901093,0.000168469358284815,4.37510297717814e-06,16.8469358284815,0.437510297717814,2020-04-08
"45","081","CA- SAN FRANCISCO",1438721,0.000672779970801006,1.55538030854939e-05,67.2779970801006,1.55538030854939,2020-04-08
"46","343","OR- MEDFORD",434585,0.000185368319341762,0,18.5368319341762,0,2020-04-08
"47","043","CA- FRESNO",1244650,0.000161311643815441,4.18379328697563e-06,16.1311643815441,0.418379328697563,2020-04-08
"48","073","CA- REDDING",341901,0.000212102324365865,8.77446980266217e-06,21.2102324365865,0.877446980266217,2020-04-08
"49","062","CA- NAPA",274114,0.000117462363871996,6.24454469436648e-06,11.7462363871996,0.624454469436648,2020-04-08
"50","080","CA- SAN DIEGO",3720182,0.000497024451672603,1.22711086417144e-05,49.7024451672603,1.22711086417144,2020-04-08
"51","079","CA- SAN BERNARDINO",3116736,0.000398820515287153,1.15248310052492e-05,39.8820515287153,1.15248310052492,2020-04-08
"52","056","CA- LOS ANGELES",9867438,0.00076279552796315,2.00242361234101e-05,76.279552796315,2.00242361234101,2020-04-08
"53","025","CA- BAKERSFIELD",1161370,0.00037223554539838,7.11831886326894e-06,37.223554539838,0.711831886326894,2020-04-08
"54","096","CA- VENTURA",857707,0.000339197474395857,9.01711715202361e-06,33.9197474395857,0.901711715202361,2020-04-08
"55","023","CA- ORANGE CO.",3304821,0.000355856623579363,6.44486393852032e-06,35.5856623579364,0.644486393852032,2020-04-08
"56","089","CA- SANTA ROSA",489750,0.000253636079596435,2.18329107357291e-06,25.3636079596435,0.218329107357291,2020-04-08
"57","087","CA- SANTA CRUZ",275890,0.000283518455059239,4.05490698722819e-06,28.351845505924,0.405490698722819,2020-04-08
"58","083","CA- SAN LUIS OBISPO",251067,0.000377605760400348,3.71266385608404e-06,37.7605760400348,0.371266385608404,2020-04-08
"59","078","CA- SALINAS",396679,0.000166242226971235,4.81861527452856e-06,16.6242226971235,0.481861527452856,2020-04-08
"60","069","CA- PALM SPR/RANCHO MIR.",342069,0.000493168898613205,1.3644438981213e-05,49.3168898613205,1.3644438981213,2020-04-08
"61","082","CA- SAN JOSE",1761797,0.000767630105815612,2.66084093048703e-05,76.7630105815612,2.66084093048703,2020-04-08
"62","086","CA- SANTA BARBARA",443159,0.000530856048343148,4.67400943564137e-06,53.0856048343148,0.467400943564137,2020-04-08
"63","085","CA- SAN MATEO CO.",797525,0.000850428361519865,2.8946441527324e-05,85.0428361519865,2.8946441527324,2020-04-08
"64","106","CO- GREELEY",357920,0.00145725334419942,6.93013208713263e-05,145.725334419942,6.93013208713263,2020-04-08
"65","103","CO- DENVER",2853117,0.00121336381643032,3.81457944419729e-05,121.336381643032,3.81457944419729,2020-04-08
"66","102","CO- COLORADO SPRINGS",829912,0.000661954852563768,4.11123949980349e-05,66.1954852563768,4.11123949980349,2020-04-08
"67","101","CO- BOULDER",308518,0.000823275289782158,1.87770658281608e-05,82.3275289782158,1.87770658281608,2020-04-08
"68","107","CO- PUEBLO",173208,0.000286012012946768,1.81362066478331e-05,28.6012012946768,1.81362066478331,2020-04-08
"69","105","CO- GRAND JUNCTION",337595,0.00128273440735093,2.6577833401256e-05,128.273440735093,2.6577833401256,2020-04-08
"70","104","CO- FORT COLLINS",335380,0.000504158206981206,1.59512135056219e-05,50.4158206981206,1.59512135056219,2020-04-08
"71","201","KS- WICHITA",1276737,0.000207258402236683,3.12612476948156e-06,20.7258402236683,0.312612476948156,2020-04-08
"72","109","CT- BRIDGEPORT",682421,0.00481877535230937,0.000169078443605865,481.877535230937,16.9078443605865,2020-04-08
"73","111","CT- NEW HAVEN",1482374,0.00256715548038942,9.1454677819262e-05,256.715548038942,9.1454677819262,2020-04-08
"74","110","CT- HARTFORD",1510786,0.00124761090083323,6.44358599653497e-05,124.761090083323,6.44358599653497,2020-04-08
"75","230","MA- SPRINGFIELD",744460,0.0019645043493006,0.000124364929167584,196.45043493006,12.4364929167584,2020-04-08
"76","364","RI- PROVIDENCE",1228881,0.00117596719875306,2.28640114420371e-05,117.596719875306,2.28640114420371,2020-04-08
"77","225","MD- SALISBURY",443452,0.000794767381148831,1.45947242068194e-05,79.476738114883,1.45947242068194,2020-04-08
"78","112","DE- WILMINGTON",796103,0.00108821690939418,2.06643243321077e-05,108.821690939418,2.06643243321077,2020-04-08
"79","356","PA- PHILADELPHIA",4185432,0.00215803034769794,4.62775019653801e-05,215.803034769794,4.62775019653801,2020-04-08
"80","113","DC- WASHINGTON",2617594,0.00129647292637508,2.67375348572918e-05,129.647292637508,2.67375348572918,2020-04-08
"81","226","MD- TAKOMA PARK",960715,0.00130716575550334,3.10048198380992e-05,130.716575550334,3.10048198380992,2020-04-08
"82","120","FL- GAINESVILLE",567547,0.000466420878523565,2.7083928546099e-06,46.6420878523565,0.27083928546099,2020-04-08
"83","123","FL- JACKSONVILLE",1629968,0.000649802704291788,1.62359871942838e-05,64.9802704291788,1.62359871942838,2020-04-08
"84","133","FL- PANAMA CITY",217003,0.000149611188327661,4.60823122260982e-06,14.9611188327661,0.460823122260982,2020-04-08
"85","130","FL- ORLANDO",3621833,0.000533753976196737,8.99781358979671e-06,53.3753976196737,0.899781358979671,2020-04-08
"86","127","FL- MIAMI",3202229,0.00198850850195234,2.33345498331244e-05,198.850850195234,2.33345498331244,2020-04-08
"87","118","FL- FORT LAUDERDALE",2760263,0.00105841211615398,4.06237747903217e-05,105.841211615398,4.06237747903217,2020-04-08
"88","140","FL- TALLAHASSEE",835219,0.000573106138829282,1.64196080928339e-05,57.3106138829282,1.64196080928339,2020-04-08
"89","137","FL- SARASOTA",407131,0.000492753217224089,2.58371791194093e-05,49.2753217224088,2.58371791194093,2020-04-08
"90","119","FL- FORT MYERS",1182870,0.000730487329275013,1.67820542721788e-05,73.0487329275013,1.67820542721788,2020-04-08
"91","129","FL- OCALA",529160,0.000332247582591196,2.08084667755586e-05,33.2247582591196,2.08084667755586,2020-04-08
"92","131","FL- ORMOND BEACH",383378,0.000344237048187963,7.15993619685129e-06,34.4237048187963,0.715993619685129,2020-04-08
"93","124","FL- LAKELAND",386176,0.000370745085716782,9.04845113699297e-06,37.0745085716782,0.904845113699297,2020-04-08
"94","122","FL- HUDSON",408247,0.000296461325706009,4.91123104414198e-06,29.6461325706009,0.491123104414198,2020-04-08
"95","141","FL- TAMPA",1385149,0.000474014722678843,5.47057052959885e-06,47.4014722678843,0.547057052959885,2020-04-08
"96","115","FL- BRADENTON",296705,0.000532783203699746,2.47806141255696e-05,53.2783203699746,2.47806141255696,2020-04-08
"97","116","FL- CLEARWATER",506206,0.000430967702516633,1.09105747472565e-05,43.0967702516633,1.09105747472565,2020-04-08
"98","139","FL- ST PETERSBURG",410319,0.000430967702516633,1.09105747472565e-05,43.0967702516633,1.09105747472565,2020-04-08
"99","149","GA- SAVANNAH",856153,0.000482106842527608,1.40161863592138e-05,48.2106842527608,1.40161863592138,2020-04-08
"100","142","GA- ALBANY",219645,0.00774370090444766,0.000486699457755576,774.370090444766,48.6699457755576,2020-04-08
"101","147","GA- MACON",734927,0.00061542228101973,2.00166187324679e-05,61.542228101973,2.00166187324679,2020-04-08
"102","145","GA- AUGUSTA",673766,0.000392526019204636,9.04485493997281e-06,39.2526019204636,0.904485493997281,2020-04-08
"103","150","HI- HONOLULU",1360301,0.000313165983116972,3.6756570788377e-06,31.3165983116972,0.36756570788377,2020-04-08
"104","151","ID- BOISE",883940,0.0012712227748234,1.81309251828691e-05,127.12227748234,1.81309251828691,2020-04-08
"105","440","WA- SPOKANE",1515334,0.000514488960199862,2.60609099698706e-05,51.4488960199862,2.60609099698706,2020-04-08
"106","152","ID- IDAHO FALLS",238602,0.000106789869198141,0,10.6789869198141,0,2020-04-08
"107","276","MT- MISSOULA",382740,0.000240231233243486,6.41998784823632e-06,24.0231233243486,0.641998784823632,2020-04-08
"108","172","IL- SPRINGFIELD",830634,0.000151050612774955,1.08350970463525e-05,15.1050612774955,1.08350970463525,2020-04-08
"109","263","MO- CAPE GIRARDEAU",264707,0.000319565674385046,5.06401262837787e-06,31.9565674385046,0.506401262837787,2020-04-08
"110","449","WI- MADISON",1093305,0.000405749369530328,1.4736031174007e-05,40.5749369530328,1.4736031174007,2020-04-08
"111","171","IL- ROCKFORD",735905,0.000252938519427261,1.01495984384546e-05,25.2938519427261,1.01495984384546,2020-04-08
"112","170","IL- PEORIA",615743,0.000106844887243473,6.09908445241931e-06,10.6844887243473,0.609908445241931,2020-04-08
"113","191","IA- DAVENPORT",492280,0.00041866170594876,5.54677770369218e-06,41.866170594876,0.554677770369218,2020-04-08
"114","173","IL- URBANA",450688,0.000227371684656384,5.98978117870857e-06,22.7371684656384,0.598978117870857,2020-04-08
"115","188","IN- TERRE HAUTE",183701,0.000272189855094665,1.08736287582676e-05,27.2189855094665,1.08736287582676,2020-04-08
"116","164","IL- JOLIET",714644,0.00124967398607822,4.70665462539997e-05,124.967398607822,4.70665462539997,2020-04-08
"117","166","IL- MELROSE PARK",1336480,0.00148400936006037,4.76315315520772e-05,148.400936006037,4.76315315520772,2020-04-08
"118","156","IL- CHICAGO",2586419,0.00202515075534081,6.00615052914764e-05,202.515075534081,6.00615052914764,2020-04-08
"119","186","IN- MUNSTER",313527,0.0011989861119152,3.30172660597749e-05,119.89861119152,3.30172660597749,2020-04-08
"120","161","IL- EVANSTON",912358,0.0019492450066483,5.62523360554832e-05,194.92450066483,5.62523360554832,2020-04-08
"121","155","IL- BLUE ISLAND",852099,0.00199317420562706,5.96640137130463e-05,199.317420562706,5.96640137130463,2020-04-08
"122","158","IL- ELGIN",801491,0.00108172423171371,3.54418526877663e-05,108.172423171371,3.54418526877663,2020-04-08
"123","163","IL- HINSDALE",475308,0.00108093097807808,3.85273059684934e-05,108.093097807808,3.85273059684934,2020-04-08
"124","179","IN- EVANSVILLE",682402,0.00020797092394462,2.95677767275368e-06,20.797092394462,0.295677767275368,2020-04-08
"125","154","IL- AURORA",343756,0.000629038684694513,2.86417087375232e-05,62.9038684694513,2.86417087375232,2020-04-08
"126","175","IL- BLOOMINGTON",205021,0.000356675375061126,9.64763639219762e-06,35.6675375061126,0.964763639219762,2020-04-08
"127","194","IA- IOWA CITY",345868,0.000922200383729594,1.38113972802878e-05,92.2200383729594,1.38113972802878,2020-04-08
"128","193","IA- DUBUQUE",157341,0.000247823584569176,6.3556225014459e-06,24.7823584569176,0.63556225014459,2020-04-08
"129","208","KY- PADUCAH",370644,0.000316906257012354,1.92080965742612e-05,31.6906257012354,1.92080965742612,2020-04-08
"130","451","WI- MILWAUKEE",2711686,0.00100043330371928,3.68132305982183e-05,100.043330371928,3.68132305982183,2020-04-08
"131","264","MO- COLUMBIA",707702,0.000304175253537,5.5784620254434e-06,30.4175253537,0.55784620254434,2020-04-08
"132","180","IN- FORT WAYNE",866605,0.000202844667659503,1.3485740498496e-05,20.2844667659503,1.3485740498496,2020-04-08
"133","183","IN- INDIANAPOLIS",2852404,0.00149454354087225,4.75954587784692e-05,149.454354087225,4.75954587784693,2020-04-08
"134","184","IN- LAFAYETTE",242737,0.000221418618194399,1.27516072302615e-05,22.1418618194399,1.27516072302615,2020-04-08
"135","185","IN- MUNCIE",168738,0.000366932608061006,1.40148217363398e-05,36.6932608061006,1.40148217363398,2020-04-08
"136","205","KY- LOUISVILLE",1761589,0.000455418082570128,2.5809554239822e-05,45.5418082570128,2.5809554239822,2020-04-08
"137","327","OH- CINCINNATI",1674091,0.000446849541463064,1.64073012403451e-05,44.6849541463064,1.64073012403451,2020-04-08
"138","187","IN- SOUTH BEND",696079,0.000355857398034751,1.01079907266515e-05,35.5857398034751,1.01079907266515,2020-04-08
"139","181","IN- GARY",529009,0.000678351176654932,1.67028021752754e-05,67.8351176654932,1.67028021752754,2020-04-08
"140","207","KY- OWENSBORO",145260,0.000509325010923117,1.37684152554041e-05,50.9325010923117,1.37684152554041,2020-04-08
"141","238","MI- KALAMAZOO",669114,0.000343356667939076,1.85675186115893e-05,34.3356667939076,1.85675186115893,2020-04-08
"142","192","IA- DES MOINES",1091747,0.000249934442257309,7.63881320592732e-06,24.9934442257309,0.763881320592732,2020-04-08
"143","278","NE- OMAHA",1302233,0.000335183882554164,7.78189289184339e-06,33.5183882554164,0.778189289184339,2020-04-08
"144","448","WI- LA CROSSE",356614,0.000218117456749692,1.3577016728171e-05,21.8117456749692,1.3577016728171,2020-04-08
"145","190","IA- CEDAR RAPIDS",301530,0.000772862211731683,3.3523754704403e-05,77.2862211731683,3.3523754704403,2020-04-08
"146","197","IA- WATERLOO",213653,0.000196872542572804,2.7508099793836e-06,19.6872542572804,0.27508099793836,2020-04-08
"147","196","IA- SIOUX CITY",263271,0.000101100559427688,0,10.1100559427688,0,2020-04-08
"148","371","SD- SIOUX FALLS",773673,0.000509095713529412,2.6666922494469e-06,50.9095713529412,0.26666922494469,2020-04-08
"149","195","IA- MASON CITY",132160,0.000163906196526338,0,16.3906196526338,0,2020-04-08
"150","253","MN- ROCHESTER",416752,0.00047240712020932,6.97041149349599e-06,47.240712020932,0.697041149349599,2020-04-08
"151","251","MN- MINNEAPOLIS",3233450,0.000203731647561424,7.8662900456937e-06,20.3731647561424,0.78662900456937,2020-04-08
"152","200","KS- TOPEKA",457565,0.000340672214898576,8.74192737643832e-06,34.0672214898576,0.874192737643832,2020-04-08
"153","340","OK- TULSA",1369583,0.00047349284551673,2.71731997800817e-05,47.349284551673,2.71731997800817,2020-04-08
"154","277","NE- LINCOLN",580765,0.000216443137899102,6.63106147953231e-06,21.6443137899102,0.663106147953231,2020-04-08
"155","383","TX- AMARILLO",444214,0.000291661430227928,9.02449438267431e-06,29.1661430227928,0.902449438267431,2020-04-08
"156","380","TN- NASHVILLE",2782462,0.000978229252485511,1.54638527429861e-05,97.8229252485511,1.54638527429861,2020-04-08
"157","204","KY- LEXINGTON",1514499,0.000241290406100156,7.29453021858451e-06,24.1290406100156,0.729453021858451,2020-04-08
"158","377","TN- KNOXVILLE",1379484,0.000232749312914792,5.36245209141444e-06,23.2749312914792,0.536245209141444,2020-04-08
"159","203","KY- COVINGTON",416762,0.000379561290902844,3.11927657794813e-05,37.9561290902844,3.11927657794813,2020-04-08
"160","444","WV- HUNTINGTON",356456,0.00015611297641694,5.64402016789267e-06,15.611297641694,0.564402016789267,2020-04-08
"161","329","OH- COLUMBUS",3018306,0.000401907153910167,7.05947467128122e-06,40.1907153910167,0.705947467128122,2020-04-08
"162","376","TN- KINGSPORT",479601,0.000136411218509208,3.18434263846885e-06,13.6411218509208,0.318434263846885,2020-04-08
"163","443","WV- CHARLESTON",839828,0.000176435225007374,1.27064974984141e-06,17.6435225007374,0.127064974984141,2020-04-08
"164","213","LA- LAFAYETTE",614128,0.00122349812684952,4.14172595646843e-05,122.349812684952,4.14172595646843,2020-04-08
"165","209","LA- ALEXANDRIA",287731,0.000942385220039114,3.27016466779421e-05,94.2385220039114,3.27016466779421,2020-04-08
"166","214","LA- LAKE CHARLES",283234,0.000913327123114762,2.64802695477133e-05,91.3327123114762,2.64802695477133,2020-04-08
"167","210","LA- BATON ROUGE",947505,0.00218679694996604,8.03308480412243e-05,218.679694996604,8.03308480412243,2020-04-08
"168","212","LA- HOUMA",271510,0.00283789762167039,0.00010430697881016,283.789762167039,10.430697881016,2020-04-08
"169","217","LA- MONROE",271497,0.00140611570672846,1.88249535847504e-05,140.611570672846,1.88249535847504,2020-04-08
"170","259","MS- JACKSON",1075145,0.00071175438661627,1.84320421212612e-05,71.175438661627,1.84320421212612,2020-04-08
"171","216","LA- METAIRIE",458580,0.00677483558422109,0.000286063785785678,677.483558422109,28.6063785785678,2020-04-08
"172","218","LA- NEW ORLEANS",657841,0.0118917017587518,0.000478340262792252,1189.17017587518,47.8340262792252,2020-04-08
"173","220","LA- SLIDELL",192108,0.00217244996473636,6.52587774102714e-05,217.244996473636,6.52587774102714,2020-04-08
"174","222","ME- PORTLAND",1070795,0.000506176464458701,1.24541837517972e-05,50.6176464458701,1.24541837517972,2020-04-08
"175","221","ME- BANGOR",400665,0.000114913894007123,1.71026998858783e-06,11.4913894007123,0.171026998858783,2020-04-08
"176","281","NH- LEBANON",396748,0.000347151659954373,1.22396385938551e-05,34.7151659954373,1.22396385938551,2020-04-08
"177","223","MD- BALTIMORE",2523788,0.000888189789806722,1.9588465549315e-05,88.8189789806722,1.9588465549315,2020-04-08
"178","363","PA- YORK",440053,0.000513073810471335,4.10389759158069e-06,51.3073810471335,0.410389759158069,2020-04-08
"179","352","PA- HARRISBURG",1027704,0.000541611873575861,5.32082531983932e-06,54.1611873575861,0.532082531983932,2020-04-08
"180","445","WV- MORGANTOWN",404313,0.0004304851264231,7.45105646987672e-06,43.04851264231,0.745105646987672,2020-04-08
"181","227","MA- BOSTON",4826221,0.00276528504820372,5.77384292773871e-05,276.528504820372,5.77384292773871,2020-04-08
"182","295","NY- ALBANY",1842850,0.00160335442258193,3.3194097134062e-05,160.335442258193,3.3194097134062,2020-04-08
"183","231","MA- WORCESTER",808287,0.00168709361925503,4.16866337727991e-05,168.709361925503,4.16866337727991,2020-04-08
"184","246","MI- SAGINAW",627549,0.000473801283242675,1.66302424391124e-05,47.3801283242675,1.66302424391124,2020-04-08
"185","240","MI- MARQUETTE",200023,0.000148034933980327,9.99885013223479e-06,14.8034933980327,0.999885013223479,2020-04-08
"186","236","MI- GRAND RAPIDS",1187416,0.000261623602139332,1.07087259575792e-05,26.1623602139332,1.07087259575792,2020-04-08
"187","248","MI- ST JOSEPH",142156,0.000406536890872612,1.25907034644831e-05,40.6536890872612,1.25907034644831,2020-04-08
"188","243","MI- PETOSKEY",175199,0.000367238603781725,2.71670639861191e-05,36.7238603781725,2.71670639861191,2020-04-08
"189","249","MI- TRAVERSE CITY",233228,0.000246172189255586,2.6756468162896e-05,24.6172189255586,2.6756468162896,2020-04-08
"190","239","MI- LANSING",710382,0.000589534990961134,1.21286504686604e-05,58.9534990961134,1.21286504686604,2020-04-08
"191","447","WI- GREEN BAY",510635,0.000135178613246052,2.19193549905361e-06,13.5178613246052,0.219193549905361,2020-04-08
"192","235","MI- FLINT",568542,0.00152627133224811,8.5363477614753e-05,152.627133224811,8.5363477614753,2020-04-08
"193","456","WI- WAUSAU",189284,8.3669329854571e-05,4.55719579627485e-07,8.3669329854571,0.0455719579627485,2020-04-08
"194","250","MN- DULUTH",341216,0.000155041751168799,4.71639931032208e-06,15.5041751168799,0.471639931032208,2020-04-08
"195","232","MI- ANN ARBOR",1401260,0.00285937724805216,0.000118569508816569,285.937724805216,11.8569508816569,2020-04-08
"196","242","MI- MUSKEGON",270058,0.000205422488095734,1.77842062672116e-05,20.5422488095734,1.77842062672116,2020-04-08
"197","244","MI- PONTIAC",470635,0.00333082820655196,0.000194522802407755,333.082820655196,19.4522802407755,2020-04-08
"198","334","OH- TOLEDO",1000493,0.000596514168982621,1.96011473589066e-05,59.6514168982621,1.96011473589066,2020-04-08
"199","234","MI- DETROIT",1738617,0.00388203525824038,0.000188093580213514,388.203525824038,18.8093580213514,2020-04-08
"200","245","MI- ROYAL OAK",679720,0.00330559773128658,0.000191148893845932,330.559773128658,19.1148893845932,2020-04-08
"201","233","MI- DEARBORN",517284,0.00525797349272813,0.000243299857352923,525.797349272813,24.3299857352923,2020-04-08
"202","256","MN- ST PAUL",1080676,0.000205871638849749,6.25063338577702e-06,20.5871638849749,0.625063338577702,2020-04-08
"203","322","ND- FARGO MOORHEAD -MN",533993,0.000229703645539325,3.74536744863697e-06,22.9703645539325,0.374536744863697,2020-04-08
"204","323","ND- GRAND FORKS",164613,9.7240322933934e-05,0,9.7240322933934,0,2020-04-08
"205","254","MN- ST CLOUD",260897,4.61832399919761e-05,0,4.61832399919761,0,2020-04-08
"206","261","MS- OXFORD",149639,0.000606183099383073,2.29324234394295e-05,60.6183099383073,2.29324234394295,2020-04-08
"207","258","MS- HATTIESBURG",306018,0.000461129684468333,1.18167230576542e-05,46.1129684468333,1.18167230576542,2020-04-08
"208","257","MS- GULFPORT",201377,0.000491659421480283,1.76777442924567e-05,49.1659421480283,1.76777442924567,2020-04-08
"209","274","MT- BILLINGS",585373,0.000395415777548949,9.27122127403184e-07,39.5415777548949,0.0927122127403184,2020-04-08
"210","275","MT- GREAT FALLS",152681,0.000216799466845441,1.96488102645385e-05,21.6799466845441,1.96488102645385,2020-04-08
"211","370","SD- RAPID CITY",217734,7.96121467111e-05,0,7.96121467111,0,2020-04-08
"212","324","ND- MINOT",125908,0.000385635435615245,7.94230708136099e-06,38.5635435615245,0.794230708136099,2020-04-08
"213","282","NH- MANCHESTER",894248,0.00069157852717714,1.72568368731556e-05,69.157852717714,1.72568368731556,2020-04-08
"214","283","NJ- CAMDEN",2827593,0.00283685371824295,8.44695192199831e-05,283.685371824295,8.44695192199831,2020-04-08
"215","291","NJ- PATERSON",393185,0.00827622805165569,0.000159670548282567,827.622805165569,15.9670548282567,2020-04-08
"216","292","NJ- RIDGEWOOD",463288,0.012584364535236,0.000286154630017445,1258.4364535236,28.6154630017445,2020-04-08
"217","284","NJ- HACKENSACK",1278413,0.0103034585036784,0.000285474822917484,1030.34585036784,28.5474822917484,2020-04-08
"218","285","NJ- MORRISTOWN",1028075,0.00521860379023365,0.000188595101682572,521.860379023365,18.8595101682572,2020-04-08
"219","288","NJ- NEW BRUNSWICK",1044234,0.00461173821143282,0.000157196059144099,461.173821143282,15.7196059144099,2020-04-08
"220","346","PA- ALLENTOWN",1233349,0.00297317162475307,5.00783773830246e-05,297.317162475307,5.00783773830246,2020-04-08
"221","400","TX- LUBBOCK",707296,0.000369103831340328,1.22386598452019e-05,36.9103831340328,1.22386598452019,2020-04-08
"222","393","TX- EL PASO",1113258,0.000175008939283546,0,17.5008939283546,0,2020-04-08
"223","304","NY- ROCHESTER",1303270,0.000729022316392378,2.20362066198978e-05,72.9022316392378,2.20362066198978,2020-04-08
