"","county","hrr","cntyname","hrrname","pop10","afact","county.y","state","cases","deaths","countypop","hrrpop","countycaserate","countydeathrate","countycaserate100k","countydeathrate100k"
"3484","42133","352","York PA","PA- HARRISBURG",42214,0.097,"York","PA",66,0,434972,1027704,0.000151733904711108,0,15.1733904711108,0
"3485","42133","363","York PA","PA- YORK",392758,0.903,"York","PA",66,0,434972,440053,0.000151733904711108,0,15.1733904711108,0
"3486","44001","364","Bristol RI","RI- PROVIDENCE",49875,1,"Bristol","RI",20,0,49875,1228881,0.000401002506265664,0,40.1002506265664,0
"3487","44003","364","Kent RI","RI- PROVIDENCE",166158,1,"Kent","RI",55,0,166158,1228881,0.000331010243262437,0,33.1010243262437,0
"3488","44005","227","Newport RI","MA- BOSTON",19272,0.233,"Newport","RI",31,0,82888,4826221,0.000373998648779075,0,37.3998648779075,0
"3489","44005","364","Newport RI","RI- PROVIDENCE",63616,0.767,"Newport","RI",31,0,82888,1228881,0.000373998648779075,0,37.3998648779075,0
"3490","44007","364","Providence RI","RI- PROVIDENCE",626667,1,"Providence","RI",391,3,626667,1228881,0.000623935838332001,4.78723149615346e-06,62.3935838332001,0.478723149615346
"3491","44009","364","Washington RI","RI- PROVIDENCE",126979,1,"Washington","RI",32,0,126979,1228881,0.000252010174910812,0,25.2010174910812,0
"3492","45001","366","Abbeville SC","SC- COLUMBIA",25417,1,"Abbeville","SC",4,0,25417,1241913,0.000157374985246095,0,15.7374985246095,0
"3493","45003","145","Aiken SC","GA- AUGUSTA",157118,0.981,"Aiken","SC",18,1,160099,673766,0.000112430433669167,6.24613520384262e-06,11.2430433669167,0.624613520384262
"3494","45003","366","Aiken SC","SC- COLUMBIA",2981,0.019,"Aiken","SC",18,1,160099,1241913,0.000112430433669167,6.24613520384262e-06,11.2430433669167,0.624613520384262
"3495","45005","145","Allendale SC","GA- AUGUSTA",10419,1,"Allendale","SC",1,0,10419,673766,9.59785008158173e-05,0,9.59785008158173,0
"3496","45007","368","Anderson SC","SC- GREENVILLE",187126,1,"Anderson","SC",47,2,187126,907674,0.000251167662430662,1.06879856353473e-05,25.1167662430662,1.06879856353473
"3497","45009","366","Bamberg SC","SC- COLUMBIA",15841,0.991,"Bamberg","SC",4,0,15987,1241913,0.000250203290173266,0,25.0203290173266,0
"3498","45009","365","Bamberg SC","SC- CHARLESTON",146,0.009,"Bamberg","SC",4,0,15987,1039763,0.000250203290173266,0,25.0203290173266,0
"3499","45011","145","Barnwell SC","GA- AUGUSTA",5756,0.254,"Barnwell","SC",2,0,22621,673766,8.84134211573317e-05,0,8.84134211573317,0
"3500","45011","366","Barnwell SC","SC- COLUMBIA",16865,0.746,"Barnwell","SC",2,0,22621,1241913,8.84134211573317e-05,0,8.84134211573317,0
"3501","45013","149","Beaufort SC","GA- SAVANNAH",162233,1,"Beaufort","SC",101,2,162233,856153,0.000622561377771477,1.23279480746827e-05,62.2561377771477,1.23279480746827
"3502","45015","365","Berkeley SC","SC- CHARLESTON",177843,1,"Berkeley","SC",18,0,177843,1039763,0.000101212867529225,0,10.1212867529225,0
"3503","45017","366","Calhoun SC","SC- COLUMBIA",15175,1,"Calhoun","SC",3,1,15175,1241913,0.000197693574958814,6.58978583196046e-05,19.7693574958814,6.58978583196046
"3504","45019","365","Charleston SC","SC- CHARLESTON",350209,1,"Charleston","SC",190,1,350209,1039763,0.000542533173048094,2.85543775288471e-06,54.2533173048094,0.285543775288471
"3505","45021","369","Cherokee SC","SC- SPARTANBURG",55342,1,"0","0",0,0,55342,374810,0,0,0,0
"3506","45023","311","Chester SC","NC- CHARLOTTE",5497,0.166,"Chester","SC",3,0,33140,2459473,9.05250452625226e-05,0,9.05250452625226,0
"3507","45023","366","Chester SC","SC- COLUMBIA",27643,0.834,"Chester","SC",3,0,33140,1241913,9.05250452625226e-05,0,9.05250452625226,0
"3508","45025","366","Chesterfield SC","SC- COLUMBIA",2778,0.059,"Chesterfield","SC",9,0,46734,1241913,0.000192579278469637,0,19.2579278469637,0
"3509","45025","311","Chesterfield SC","NC- CHARLOTTE",13951,0.299,"Chesterfield","SC",9,0,46734,2459473,0.000192579278469637,0,19.2579278469637,0
"3510","45025","367","Chesterfield SC","SC- FLORENCE",30005,0.642,"Chesterfield","SC",9,0,46734,379572,0.000192579278469637,0,19.2579278469637,0
"3511","45027","367","Clarendon SC","SC- FLORENCE",3527,0.101,"Clarendon","SC",28,1,34971,379572,0.000800663406822796,2.85951216722427e-05,80.0663406822796,2.85951216722427
"3512","45027","366","Clarendon SC","SC- COLUMBIA",31444,0.899,"Clarendon","SC",28,1,34971,1241913,0.000800663406822796,2.85951216722427e-05,80.0663406822796,2.85951216722427
"3513","45029","365","Colleton SC","SC- CHARLESTON",38892,1,"Colleton","SC",5,0,38892,1039763,0.000128561143679934,0,12.8561143679934,0
"3514","45031","366","Darlington SC","SC- COLUMBIA",30347,0.442,"Darlington","SC",11,0,68681,1241913,0.000160160743145848,0,16.0160743145848,0
"3515","45031","367","Darlington SC","SC- FLORENCE",38334,0.558,"Darlington","SC",11,0,68681,379572,0.000160160743145848,0,16.0160743145848,0
"3516","45033","367","Dillon SC","SC- FLORENCE",32062,1,"Dillon","SC",1,0,32062,379572,3.11895702077225e-05,0,3.11895702077225,0
"3517","45035","365","Dorchester SC","SC- CHARLESTON",136555,1,"Dorchester","SC",27,0,136555,1039763,0.000197722529383765,0,19.7722529383765,0
"3518","45037","145","Edgefield SC","GA- AUGUSTA",26985,1,"Edgefield","SC",4,0,26985,673766,0.000148230498425051,0,14.8230498425051,0
"3519","45039","366","Fairfield SC","SC- COLUMBIA",23956,1,"Fairfield","SC",7,0,23956,1241913,0.000292202371013525,0,29.2202371013525,0
"3520","45041","367","Florence SC","SC- FLORENCE",136885,1,"Florence","SC",21,3,136885,379572,0.000153413449245717,2.19162070351025e-05,15.3413449245717,2.19162070351025
"3521","45043","365","Georgetown SC","SC- CHARLESTON",60158,1,"Georgetown","SC",14,0,60158,1039763,0.000232720502676286,0,23.2720502676286,0
"3522","45045","368","Greenville SC","SC- GREENVILLE",446603,0.99,"Greenville","SC",129,1,451225,907674,0.00028588841487063,2.21618926256302e-06,28.588841487063,0.221618926256302
"3523","45045","369","Greenville SC","SC- SPARTANBURG",4622,0.01,"Greenville","SC",129,1,451225,374810,0.00028588841487063,2.21618926256302e-06,28.588841487063,0.221618926256302
"3524","45047","366","Greenwood SC","SC- COLUMBIA",69661,1,"Greenwood","SC",6,0,69661,1241913,8.61314078178608e-05,0,8.61314078178608,0
"3525","45049","145","Hampton SC","GA- AUGUSTA",1908,0.09,"0","0",0,0,21090,673766,0,0,0,0
"3526","45049","365","Hampton SC","SC- CHARLESTON",16443,0.78,"0","0",0,0,21090,1039763,0,0,0,0
"3527","45049","149","Hampton SC","GA- SAVANNAH",2739,0.13,"0","0",0,0,21090,856153,0,0,0,0
"3528","45051","365","Horry SC","SC- CHARLESTON",236210,0.877,"Horry","SC",42,3,269291,1039763,0.000155965108377183,1.11403648840845e-05,15.5965108377183,1.11403648840845
"3529","45051","367","Horry SC","SC- FLORENCE",33081,0.123,"Horry","SC",42,3,269291,379572,0.000155965108377183,1.11403648840845e-05,15.5965108377183,1.11403648840845
"3530","45053","149","Jasper SC","GA- SAVANNAH",24777,1,"Jasper","SC",4,0,24777,856153,0.000161440045203213,0,16.1440045203213,0
"3531","45055","311","Kershaw SC","NC- CHARLOTTE",2737,0.044,"Kershaw","SC",116,2,61697,2459473,0.00188015624746746,3.24164870253011e-05,188.015624746746,3.24164870253011
"3532","45055","366","Kershaw SC","SC- COLUMBIA",58960,0.956,"Kershaw","SC",116,2,61697,1241913,0.00188015624746746,3.24164870253011e-05,188.015624746746,3.24164870253011
"3533","45057","311","Lancaster SC","NC- CHARLOTTE",76652,1,"Lancaster","SC",17,0,76652,2459473,0.000221781558211136,0,22.1781558211136,0
"3534","45059","366","Laurens SC","SC- COLUMBIA",5799,0.087,"Laurens","SC",4,0,66537,1241913,6.01169274238394e-05,0,6.01169274238394,0
"3535","45059","368","Laurens SC","SC- GREENVILLE",60738,0.913,"Laurens","SC",4,0,66537,907674,6.01169274238394e-05,0,6.01169274238394,0
"3536","45061","367","Lee SC","SC- FLORENCE",2566,0.134,"Lee","SC",5,1,19220,379572,0.000260145681581686,5.20291363163372e-05,26.0145681581686,5.20291363163371
"3537","45061","366","Lee SC","SC- COLUMBIA",16654,0.866,"Lee","SC",5,1,19220,1241913,0.000260145681581686,5.20291363163372e-05,26.0145681581686,5.20291363163371
"3538","45063","366","Lexington SC","SC- COLUMBIA",262391,1,"Lexington","SC",61,1,262391,1241913,0.000232477485889379,3.81110632605539e-06,23.2477485889379,0.381110632605539
"3539","45065","145","McCormick SC","GA- AUGUSTA",1087,0.106,"0","0",0,0,10233,673766,0,0,0,0
"3540","45065","366","McCormick SC","SC- COLUMBIA",9146,0.894,"0","0",0,0,10233,1241913,0,0,0,0
"3541","45067","367","Marion SC","SC- FLORENCE",33062,1,"Marion","SC",2,1,33062,379572,6.04924082027706e-05,3.02462041013853e-05,6.04924082027706,3.02462041013853
"3542","45069","367","Marlboro SC","SC- FLORENCE",28933,1,"Marlboro","SC",2,0,28933,379572,6.91252203366398e-05,0,6.91252203366398,0
"3543","45071","366","Newberry SC","SC- COLUMBIA",34750,0.926,"Newberry","SC",2,0,37508,1241913,5.33219579822971e-05,0,5.33219579822971,0
"3544","45071","368","Newberry SC","SC- GREENVILLE",1,0,"Newberry","SC",2,0,37508,907674,5.33219579822971e-05,0,5.33219579822971,0
"3545","45071","369","Newberry SC","SC- SPARTANBURG",2757,0.074,"Newberry","SC",2,0,37508,374810,5.33219579822971e-05,0,5.33219579822971,0
"3546","45073","368","Oconee SC","SC- GREENVILLE",74273,1,"Oconee","SC",5,0,74273,907674,6.73192142501313e-05,0,6.73192142501313,0
"3547","45075","365","Orangeburg SC","SC- CHARLESTON",10127,0.109,"Orangeburg","SC",24,0,92501,1039763,0.000259456654522654,0,25.9456654522654,0
"3548","45075","366","Orangeburg SC","SC- COLUMBIA",82374,0.891,"Orangeburg","SC",24,0,92501,1241913,0.000259456654522654,0,25.9456654522654,0
"3549","45077","368","Pickens SC","SC- GREENVILLE",119224,1,"Pickens","SC",14,0,119224,907674,0.000117426021606388,0,11.7426021606388,0
"3550","45079","366","Richland SC","SC- COLUMBIA",384504,1,"Richland","SC",176,3,384504,1241913,0.000457732559349188,7.80225953436115e-06,45.7732559349188,0.780225953436115
"3551","45081","366","Saluda SC","SC- COLUMBIA",17771,0.894,"Saluda","SC",1,0,19875,1241913,5.0314465408805e-05,0,5.0314465408805,0
"3552","45081","145","Saluda SC","GA- AUGUSTA",2104,0.106,"Saluda","SC",1,0,19875,673766,5.0314465408805e-05,0,5.0314465408805,0
"3553","45083","369","Spartanburg SC","SC- SPARTANBURG",264598,0.931,"Spartanburg","SC",45,0,284307,374810,0.00015827960620034,0,15.827960620034,0
"3554","45083","368","Spartanburg SC","SC- GREENVILLE",19709,0.069,"Spartanburg","SC",45,0,284307,907674,0.00015827960620034,0,15.827960620034,0
"3555","45085","366","Sumter SC","SC- COLUMBIA",107456,1,"Sumter","SC",48,2,107456,1241913,0.000446694460988684,1.86122692078618e-05,44.6694460988684,1.86122692078618
"3556","45087","369","Union SC","SC- SPARTANBURG",28961,1,"Union","SC",3,0,28961,374810,0.000103587583301682,0,10.3587583301682,0
"3557","45089","367","Williamsburg SC","SC- FLORENCE",31922,0.927,"Williamsburg","SC",3,0,34423,379572,8.7151032739738e-05,0,8.7151032739738,0
"3558","45089","365","Williamsburg SC","SC- CHARLESTON",2501,0.073,"Williamsburg","SC",3,0,34423,1039763,8.7151032739738e-05,0,8.7151032739738,0
"3559","45091","311","York SC","NC- CHARLOTTE",226073,1,"York","SC",66,1,226073,2459473,0.000291941098671668,4.42334997987376e-06,29.1941098671668,0.442334997987376
"3560","46003","371","Aurora SD","SD- SIOUX FALLS",2710,1,"Aurora","SD",1,0,2710,773673,0.0003690036900369,0,36.90036900369,0
"3561","46005","371","Beadle SD","SD- SIOUX FALLS",17398,1,"Beadle","SD",21,0,17398,773673,0.00120703529141281,0,120.703529141281,0
"3562","46007","370","Bennett SD","SD- RAPID CITY",3431,1,"0","0",0,0,3431,217734,0,0,0,0
"3563","46009","371","Bon Homme SD","SD- SIOUX FALLS",7070,1,"Bon Homme","SD",1,0,7070,773673,0.000141442715700141,0,14.1442715700141,0
"3564","46011","371","Brookings SD","SD- SIOUX FALLS",31965,1,"Brookings","SD",2,0,31965,773673,6.25684342249335e-05,0,6.25684342249335,0
"3565","46013","371","Brown SD","SD- SIOUX FALLS",36531,1,"Brown","SD",4,0,36531,773673,0.000109496044455394,0,10.9496044455394,0
"3566","46015","371","Brule SD","SD- SIOUX FALLS",5255,1,"0","0",0,0,5255,773673,0,0,0,0
"3567","46017","371","Buffalo SD","SD- SIOUX FALLS",1912,1,"0","0",0,0,1912,773673,0,0,0,0
"3568","46019","370","Butte SD","SD- RAPID CITY",10110,1,"0","0",0,0,10110,217734,0,0,0,0
"3569","46021","321","Campbell SD","ND- BISMARCK",1466,1,"0","0",0,0,1466,211242,0,0,0,0
"3570","46023","371","Charles Mix SD","SD- SIOUX FALLS",9129,1,"Charles Mix","SD",1,0,9129,773673,0.000109541023113156,0,10.9541023113156,0
"3571","46025","371","Clark SD","SD- SIOUX FALLS",3691,1,"Clark","SD",1,0,3691,773673,0.000270929287455974,0,27.0929287455974,0
"3572","46027","371","Clay SD","SD- SIOUX FALLS",13864,1,"Clay","SD",3,0,13864,773673,0.000216387766878246,0,21.6387766878246,0
"3573","46029","371","Codington SD","SD- SIOUX FALLS",27227,1,"Codington","SD",5,0,27227,773673,0.000183641238476512,0,18.3641238476512,0
"3574","46031","321","Corson SD","ND- BISMARCK",4050,1,"0","0",0,0,4050,211242,0,0,0,0
"3575","46033","370","Custer SD","SD- RAPID CITY",8216,1,"0","0",0,0,8216,217734,0,0,0,0
"3576","46035","371","Davison SD","SD- SIOUX FALLS",19504,1,"Davison","SD",2,1,19504,773673,0.000102543068088597,5.12715340442986e-05,10.2543068088597,5.12715340442986
"3577","46037","371","Day SD","SD- SIOUX FALLS",5710,1,"0","0",0,0,5710,773673,0,0,0,0
"3578","46039","371","Deuel SD","SD- SIOUX FALLS",4364,1,"Deuel","SD",1,0,4364,773673,0.000229147571035747,0,22.9147571035747,0
"3579","46041","370","Dewey SD","SD- RAPID CITY",974,0.184,"0","0",0,0,5301,217734,0,0,0,0
"3580","46041","321","Dewey SD","ND- BISMARCK",4327,0.816,"0","0",0,0,5301,211242,0,0,0,0
"3581","46043","371","Douglas SD","SD- SIOUX FALLS",3002,1,"0","0",0,0,3002,773673,0,0,0,0
"3582","46045","371","Edmunds SD","SD- SIOUX FALLS",3035,0.746,"0","0",0,0,4071,773673,0,0,0,0
"3583","46045","321","Edmunds SD","ND- BISMARCK",1036,0.254,"0","0",0,0,4071,211242,0,0,0,0
"3584","46047","370","Fall River SD","SD- RAPID CITY",7094,1,"Fall River","SD",1,0,7094,217734,0.000140964195094446,0,14.0964195094446,0
"3585","46049","371","Faulk SD","SD- SIOUX FALLS",2364,1,"Faulk","SD",1,0,2364,773673,0.000423011844331641,0,42.3011844331641,0
"3586","46051","371","Grant SD","SD- SIOUX FALLS",7356,1,"0","0",0,0,7356,773673,0,0,0,0
"3587","46053","371","Gregory SD","SD- SIOUX FALLS",4271,1,"0","0",0,0,4271,773673,0,0,0,0
"3588","46055","370","Haakon SD","SD- RAPID CITY",137,0.071,"0","0",0,0,1937,217734,0,0,0,0
"3589","46055","371","Haakon SD","SD- SIOUX FALLS",1800,0.929,"0","0",0,0,1937,773673,0,0,0,0
"3590","46057","371","Hamlin SD","SD- SIOUX FALLS",5903,1,"Hamlin","SD",1,0,5903,773673,0.000169405387091309,0,16.9405387091309,0
"3591","46059","371","Hand SD","SD- SIOUX FALLS",3431,1,"0","0",0,0,3431,773673,0,0,0,0
"3592","46061","371","Hanson SD","SD- SIOUX FALLS",3331,1,"0","0",0,0,3331,773673,0,0,0,0
"3593","46063","370","Harding SD","SD- RAPID CITY",887,0.707,"0","0",0,0,1255,217734,0,0,0,0
"3594","46063","321","Harding SD","ND- BISMARCK",368,0.293,"0","0",0,0,1255,211242,0,0,0,0
"3595","46065","371","Hughes SD","SD- SIOUX FALLS",17022,1,"Hughes","SD",2,0,17022,773673,0.000117495006462225,0,11.7495006462225,0
"3596","46067","371","Hutchinson SD","SD- SIOUX FALLS",7343,1,"Hutchinson","SD",2,0,7343,773673,0.000272368241862999,0,27.2368241862999,0
"3597","46069","371","Hyde SD","SD- SIOUX FALLS",1420,1,"0","0",0,0,1420,773673,0,0,0,0
"3598","46071","370","Jackson SD","SD- RAPID CITY",3031,1,"0","0",0,0,3031,217734,0,0,0,0
"3599","46073","371","Jerauld SD","SD- SIOUX FALLS",2071,1,"0","0",0,0,2071,773673,0,0,0,0
"3600","46075","370","Jones SD","SD- RAPID CITY",155,0.154,"0","0",0,0,1006,217734,0,0,0,0
"3601","46075","371","Jones SD","SD- SIOUX FALLS",851,0.846,"0","0",0,0,1006,773673,0,0,0,0
"3602","46077","371","Kingsbury SD","SD- SIOUX FALLS",5148,1,"Kingsbury","SD",1,0,5148,773673,0.000194250194250194,0,19.4250194250194,0
"3603","46079","371","Lake SD","SD- SIOUX FALLS",11200,1,"0","0",0,0,11200,773673,0,0,0,0
"3604","46081","370","Lawrence SD","SD- RAPID CITY",24097,1,"Lawrence","SD",6,0,24097,217734,0.000248993650661908,0,24.8993650661908,0
"3605","46083","371","Lincoln SD","SD- SIOUX FALLS",44828,1,"Lincoln","SD",11,0,44828,773673,0.000245382350316766,0,24.5382350316766,0
"3606","46085","371","Lyman SD","SD- SIOUX FALLS",3755,1,"Lyman","SD",1,0,3755,773673,0.000266311584553928,0,26.6311584553928,0
"3607","46087","371","McCook SD","SD- SIOUX FALLS",5618,1,"McCook","SD",2,0,5618,773673,0.000355998576005696,0,35.5998576005696,0
"3608","46089","371","McPherson SD","SD- SIOUX FALLS",1092,0.444,"0","0",0,0,2459,773673,0,0,0,0
"3609","46089","321","McPherson SD","ND- BISMARCK",1367,0.556,"0","0",0,0,2459,211242,0,0,0,0
"3610","46091","371","Marshall SD","SD- SIOUX FALLS",516,0.111,"Marshall","SD",1,0,4656,773673,0.000214776632302405,0,21.4776632302405,0
"3611","46091","322","Marshall SD","ND- FARGO MOORHEAD -MN",4140,0.889,"Marshall","SD",1,0,4656,533993,0.000214776632302405,0,21.4776632302405,0
"3612","46093","370","Meade SD","SD- RAPID CITY",25434,1,"Meade","SD",1,0,25434,217734,3.93174490839034e-05,0,3.93174490839034,0
"3613","46095","370","Mellette SD","SD- RAPID CITY",537,0.262,"0","0",0,0,2048,217734,0,0,0,0
"3614","46095","371","Mellette SD","SD- SIOUX FALLS",1511,0.738,"0","0",0,0,2048,773673,0,0,0,0
"3615","46097","371","Miner SD","SD- SIOUX FALLS",2389,1,"0","0",0,0,2389,773673,0,0,0,0
"3616","46099","371","Minnehaha SD","SD- SIOUX FALLS",169468,1,"Minnehaha","SD",40,0,169468,773673,0.000236032761347275,0,23.6032761347275,0
"3617","46101","371","Moody SD","SD- SIOUX FALLS",6486,1,"0","0",0,0,6486,773673,0,0,0,0
"3618","46103","370","Pennington SD","SD- RAPID CITY",100948,1,"Pennington","SD",5,0,100948,217734,4.95304513214724e-05,0,4.95304513214724,0
"3619","46105","370","Perkins SD","SD- RAPID CITY",35,0.012,"0","0",0,0,2982,217734,0,0,0,0
"3620","46105","321","Perkins SD","ND- BISMARCK",2947,0.988,"0","0",0,0,2982,211242,0,0,0,0
"3621","46107","321","Potter SD","ND- BISMARCK",620,0.266,"0","0",0,0,2329,211242,0,0,0,0
"3622","46107","371","Potter SD","SD- SIOUX FALLS",1709,0.734,"0","0",0,0,2329,773673,0,0,0,0
"3623","46109","371","Roberts SD","SD- SIOUX FALLS",2346,0.231,"Roberts","SD",2,0,10149,773673,0.000197063750123165,0,19.7063750123165,0
"3624","46109","322","Roberts SD","ND- FARGO MOORHEAD -MN",6951,0.685,"Roberts","SD",2,0,10149,533993,0.000197063750123165,0,19.7063750123165,0
"3625","46109","251","Roberts SD","MN- MINNEAPOLIS",852,0.084,"Roberts","SD",2,0,10149,3233450,0.000197063750123165,0,19.7063750123165,0
"3626","46111","371","Sanborn SD","SD- SIOUX FALLS",2355,1,"0","0",0,0,2355,773673,0,0,0,0
"3627","46113","370","Shannon SD (D)","SD- RAPID CITY",13586,1,"0","0",0,0,13586,217734,0,0,0,0
"3628","46115","371","Spink SD","SD- SIOUX FALLS",6415,1,"0","0",0,0,6415,773673,0,0,0,0
"3629","46117","371","Stanley SD","SD- SIOUX FALLS",2966,1,"0","0",0,0,2966,773673,0,0,0,0
"3630","46119","371","Sully SD","SD- SIOUX FALLS",1373,1,"0","0",0,0,1373,773673,0,0,0,0
"3631","46121","371","Todd SD","SD- SIOUX FALLS",9612,1,"Todd","SD",1,0,9612,773673,0.000104036620890553,0,10.4036620890553,0
"3632","46123","371","Tripp SD","SD- SIOUX FALLS",5644,1,"0","0",0,0,5644,773673,0,0,0,0
"3633","46125","371","Turner SD","SD- SIOUX FALLS",8347,1,"Turner","SD",1,0,8347,773673,0.000119803522223553,0,11.9803522223553,0
"3634","46127","371","Union SD","SD- SIOUX FALLS",3696,0.257,"Union","SD",1,0,14399,773673,6.94492673102299e-05,0,6.94492673102299,0
"3635","46127","196","Union SD","IA- SIOUX CITY",10703,0.743,"Union","SD",1,0,14399,263271,6.94492673102299e-05,0,6.94492673102299,0
"3636","46129","321","Walworth SD","ND- BISMARCK",5438,1,"0","0",0,0,5438,211242,0,0,0,0
"3637","46135","371","Yankton SD","SD- SIOUX FALLS",22438,1,"Yankton","SD",8,0,22438,773673,0.000356538015865942,0,35.6538015865942,0
"3638","46137","321","Ziebach SD","ND- BISMARCK",51,0.018,"0","0",0,0,2801,211242,0,0,0,0
"3639","46137","370","Ziebach SD","SD- RAPID CITY",2750,0.982,"0","0",0,0,2801,217734,0,0,0,0
"3640","47001","377","Anderson TN","TN- KNOXVILLE",75129,1,"Anderson","TN",10,0,75129,1379484,0.000133104393776039,0,13.3104393776039,0
"3641","47003","005","Bedford TN","AL- HUNTSVILLE",222,0.005,"Bedford","TN",4,0,45058,626099,8.87744684628701e-05,0,8.87744684628701,0
"3642","47003","380","Bedford TN","TN- NASHVILLE",44836,0.995,"Bedford","TN",4,0,45058,2782462,8.87744684628701e-05,0,8.87744684628701,0
"3643","47005","374","Benton TN","TN- JACKSON",3284,0.199,"Benton","TN",4,0,16489,333926,0.000242585966401844,0,24.2585966401844,0
"3644","47005","380","Benton TN","TN- NASHVILLE",13205,0.801,"Benton","TN",4,0,16489,2782462,0.000242585966401844,0,24.2585966401844,0
"3645","47007","373","Bledsoe TN","TN- CHATTANOOGA",11954,0.928,"Bledsoe","TN",2,0,12876,700134,0.000155327741534638,0,15.5327741534638,0
"3646","47007","380","Bledsoe TN","TN- NASHVILLE",922,0.072,"Bledsoe","TN",2,0,12876,2782462,0.000155327741534638,0,15.5327741534638,0
"3647","47009","377","Blount TN","TN- KNOXVILLE",123010,1,"Blount","TN",28,0,123010,1379484,0.000227623770425169,0,22.7623770425169,0
"3648","47011","373","Bradley TN","TN- CHATTANOOGA",98963,1,"Bradley","TN",14,0,98963,700134,0.000141467012924022,0,14.1467012924022,0
"3649","47013","377","Campbell TN","TN- KNOXVILLE",40697,1,"Campbell","TN",4,0,40716,1379484,9.82414775518224e-05,0,9.82414775518224,0
"3650","47013","204","Campbell TN","KY- LEXINGTON",19,0,"Campbell","TN",4,0,40716,1514499,9.82414775518224e-05,0,9.82414775518224,0
"3651","47015","380","Cannon TN","TN- NASHVILLE",13801,1,"Cannon","TN",3,0,13801,2782462,0.000217375552496196,0,21.7375552496196,0
"3652","47017","374","Carroll TN","TN- JACKSON",28522,1,"Carroll","TN",5,0,28522,333926,0.000175303274665171,0,17.5303274665171,0
"3653","47019","375","Carter TN","TN- JOHNSON CITY",57424,1,"Carter","TN",1,0,57424,277165,1.74143215380329e-05,0,1.74143215380329,0
"3654","47021","380","Cheatham TN","TN- NASHVILLE",39105,1,"Cheatham","TN",11,0,39105,2782462,0.000281293952180028,0,28.1293952180028,0
"3655","47023","374","Chester TN","TN- JACKSON",17129,1,"Chester","TN",3,0,17131,333926,0.0001751211254451,0,17.51211254451,0
"3656","47023","379","Chester TN","TN- MEMPHIS",2,0,"Chester","TN",3,0,17131,1816203,0.0001751211254451,0,17.51211254451,0
"3657","47025","377","Claiborne TN","TN- KNOXVILLE",32213,1,"Claiborne","TN",2,0,32213,1379484,6.20867351690311e-05,0,6.20867351690311,0
"3658","47027","380","Clay TN","TN- NASHVILLE",7859,1,"Clay","TN",1,0,7861,2782462,0.00012721027859051,0,12.721027859051,0
"3659","47027","205","Clay TN","KY- LOUISVILLE",2,0,"Clay","TN",1,0,7861,1761589,0.00012721027859051,0,12.721027859051,0
"3660","47029","377","Cocke TN","TN- KNOXVILLE",35662,1,"Cocke","TN",1,0,35662,1379484,2.80410521002748e-05,0,2.80410521002748,0
"3661","47031","380","Coffee TN","TN- NASHVILLE",52796,1,"Coffee","TN",1,0,52796,2782462,1.89408288506705e-05,0,1.89408288506705,0
"3662","47033","374","Crockett TN","TN- JACKSON",14586,1,"0","0",0,0,14586,333926,0,0,0,0
"3663","47035","377","Cumberland TN","TN- KNOXVILLE",1142,0.02,"Cumberland","TN",14,0,56053,1379484,0.000249763616577168,0,24.9763616577168,0
"3664","47035","380","Cumberland TN","TN- NASHVILLE",54911,0.98,"Cumberland","TN",14,0,56053,2782462,0.000249763616577168,0,24.9763616577168,0
"3665","47037","380","Davidson TN","TN- NASHVILLE",626681,1,"Davidson","TN",673,4,626681,2782462,0.0010739116073409,6.38283273308111e-06,107.39116073409,0.638283273308111
"3666","47039","374","Decatur TN","TN- JACKSON",11757,1,"0","0",0,0,11757,333926,0,0,0,0
"3667","47041","380","DeKalb TN","TN- NASHVILLE",18723,1,"DeKalb","TN",5,0,18723,2782462,0.000267051220424077,0,26.7051220424077,0
"3668","47043","380","Dickson TN","TN- NASHVILLE",49666,1,"Dickson","TN",18,0,49666,2782462,0.000362420972093585,0,36.2420972093585,0
"3669","47045","379","Dyer TN","TN- MEMPHIS",38335,1,"Dyer","TN",3,0,38335,1816203,7.82574670666493e-05,0,7.82574670666493,0
"3670","47047","379","Fayette TN","TN- MEMPHIS",38413,1,"Fayette","TN",14,0,38413,1816203,0.00036445994845495,0,36.445994845495,0
"3671","47049","380","Fentress TN","TN- NASHVILLE",17956,1,"Fentress","TN",1,0,17959,2782462,5.56823876607829e-05,0,5.56823876607829,0
"3672","47049","377","Fentress TN","TN- KNOXVILLE",3,0,"Fentress","TN",1,0,17959,1379484,5.56823876607829e-05,0,5.56823876607829,0
"3673","47051","380","Franklin TN","TN- NASHVILLE",40793,0.994,"Franklin","TN",7,0,41052,2782462,0.000170515443827341,0,17.0515443827341,0
"3674","47051","373","Franklin TN","TN- CHATTANOOGA",21,0.001,"Franklin","TN",7,0,41052,700134,0.000170515443827341,0,17.0515443827341,0
"3675","47051","005","Franklin TN","AL- HUNTSVILLE",238,0.006,"Franklin","TN",7,0,41052,626099,0.000170515443827341,0,17.0515443827341,0
"3676","47053","379","Gibson TN","TN- MEMPHIS",1293,0.026,"Gibson","TN",6,0,49683,1816203,0.000120765654247932,0,12.0765654247932,0
"3677","47053","374","Gibson TN","TN- JACKSON",48390,0.974,"Gibson","TN",6,0,49683,333926,0.000120765654247932,0,12.0765654247932,0
"3678","47055","380","Giles TN","TN- NASHVILLE",25899,0.878,"Giles","TN",3,0,29485,2782462,0.00010174665083941,0,10.174665083941,0
