"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k","date"
"8733","327","OH- CINCINNATI",1674091,0,0,0,0,2020-02-18
"8734","187","IN- SOUTH BEND",696079,0,0,0,0,2020-02-18
"8735","181","IN- GARY",529009,0,0,0,0,2020-02-18
"8736","207","KY- OWENSBORO",145260,0,0,0,0,2020-02-18
"8737","238","MI- KALAMAZOO",669114,0,0,0,0,2020-02-18
"8738","192","IA- DES MOINES",1091747,0,0,0,0,2020-02-18
"8739","278","NE- OMAHA",1302233,7.67911733153744e-06,0,0.767911733153744,0,2020-02-18
"8740","448","WI- LA CROSSE",356614,0,0,0,0,2020-02-18
"8741","190","IA- CEDAR RAPIDS",301530,0,0,0,0,2020-02-18
"8742","197","IA- WATERLOO",213653,0,0,0,0,2020-02-18
"8743","196","IA- SIOUX CITY",263271,0,0,0,0,2020-02-18
"8744","371","SD- SIOUX FALLS",773673,0,0,0,0,2020-02-18
"8745","195","IA- MASON CITY",132160,0,0,0,0,2020-02-18
"8746","253","MN- ROCHESTER",416752,0,0,0,0,2020-02-18
"8747","251","MN- MINNEAPOLIS",3233450,0,0,0,0,2020-02-18
"8748","200","KS- TOPEKA",457565,0,0,0,0,2020-02-18
"8749","340","OK- TULSA",1369583,0,0,0,0,2020-02-18
"8750","277","NE- LINCOLN",580765,0,0,0,0,2020-02-18
"8751","383","TX- AMARILLO",444214,0,0,0,0,2020-02-18
"8752","380","TN- NASHVILLE",2782462,0,0,0,0,2020-02-18
"8753","204","KY- LEXINGTON",1514499,0,0,0,0,2020-02-18
"8754","377","TN- KNOXVILLE",1379484,0,0,0,0,2020-02-18
"8755","203","KY- COVINGTON",416762,0,0,0,0,2020-02-18
"8756","444","WV- HUNTINGTON",356456,0,0,0,0,2020-02-18
"8757","329","OH- COLUMBUS",3018306,0,0,0,0,2020-02-18
"8758","376","TN- KINGSPORT",479601,0,0,0,0,2020-02-18
"8759","443","WV- CHARLESTON",839828,0,0,0,0,2020-02-18
"8760","213","LA- LAFAYETTE",614128,0,0,0,0,2020-02-18
"8761","209","LA- ALEXANDRIA",287731,0,0,0,0,2020-02-18
"8762","214","LA- LAKE CHARLES",283234,0,0,0,0,2020-02-18
"8763","210","LA- BATON ROUGE",947505,0,0,0,0,2020-02-18
"8764","212","LA- HOUMA",271510,0,0,0,0,2020-02-18
"8765","217","LA- MONROE",271497,0,0,0,0,2020-02-18
"8766","259","MS- JACKSON",1075145,0,0,0,0,2020-02-18
"8767","216","LA- METAIRIE",458580,0,0,0,0,2020-02-18
"8768","218","LA- NEW ORLEANS",657841,0,0,0,0,2020-02-18
"8769","220","LA- SLIDELL",192108,0,0,0,0,2020-02-18
"8770","222","ME- PORTLAND",1070795,0,0,0,0,2020-02-18
"8771","221","ME- BANGOR",400665,0,0,0,0,2020-02-18
"8772","281","NH- LEBANON",396748,0,0,0,0,2020-02-18
"8773","223","MD- BALTIMORE",2523788,0,0,0,0,2020-02-18
"8774","363","PA- YORK",440053,0,0,0,0,2020-02-18
"8775","352","PA- HARRISBURG",1027704,0,0,0,0,2020-02-18
"8776","445","WV- MORGANTOWN",404313,0,0,0,0,2020-02-18
"8777","227","MA- BOSTON",4826221,2.07201452233538e-07,0,0.0207201452233538,0,2020-02-18
"8778","295","NY- ALBANY",1842850,0,0,0,0,2020-02-18
"8779","231","MA- WORCESTER",808287,0,0,0,0,2020-02-18
"8780","246","MI- SAGINAW",627549,0,0,0,0,2020-02-18
"8781","240","MI- MARQUETTE",200023,0,0,0,0,2020-02-18
"8782","236","MI- GRAND RAPIDS",1187416,0,0,0,0,2020-02-18
"8783","248","MI- ST JOSEPH",142156,0,0,0,0,2020-02-18
"8784","243","MI- PETOSKEY",175199,0,0,0,0,2020-02-18
"8785","249","MI- TRAVERSE CITY",233228,0,0,0,0,2020-02-18
"8786","239","MI- LANSING",710382,0,0,0,0,2020-02-18
"8787","447","WI- GREEN BAY",510635,0,0,0,0,2020-02-18
"8788","235","MI- FLINT",568542,0,0,0,0,2020-02-18
"8789","250","MN- DULUTH",341216,0,0,0,0,2020-02-18
"8790","456","WI- WAUSAU",189284,0,0,0,0,2020-02-18
"8791","232","MI- ANN ARBOR",1401260,0,0,0,0,2020-02-18
"8792","242","MI- MUSKEGON",270058,0,0,0,0,2020-02-18
"8793","244","MI- PONTIAC",470635,0,0,0,0,2020-02-18
"8794","334","OH- TOLEDO",1000493,0,0,0,0,2020-02-18
"8795","234","MI- DETROIT",1738617,0,0,0,0,2020-02-18
"8796","245","MI- ROYAL OAK",679720,0,0,0,0,2020-02-18
"8797","233","MI- DEARBORN",517284,0,0,0,0,2020-02-18
"8798","256","MN- ST PAUL",1080676,0,0,0,0,2020-02-18
"8799","322","ND- FARGO MOORHEAD -MN",533993,0,0,0,0,2020-02-18
"8800","323","ND- GRAND FORKS",164613,0,0,0,0,2020-02-18
"8801","254","MN- ST CLOUD",260897,0,0,0,0,2020-02-18
"8802","261","MS- OXFORD",149639,0,0,0,0,2020-02-18
"8803","258","MS- HATTIESBURG",306018,0,0,0,0,2020-02-18
"8804","257","MS- GULFPORT",201377,0,0,0,0,2020-02-18
"8805","274","MT- BILLINGS",585373,0,0,0,0,2020-02-18
"8806","275","MT- GREAT FALLS",152681,0,0,0,0,2020-02-18
"8807","370","SD- RAPID CITY",217734,0,0,0,0,2020-02-18
"8808","324","ND- MINOT",125908,0,0,0,0,2020-02-18
"8809","282","NH- MANCHESTER",894248,0,0,0,0,2020-02-18
"8810","283","NJ- CAMDEN",2827593,0,0,0,0,2020-02-18
"8811","284","NJ- HACKENSACK",1278413,0,0,0,0,2020-02-18
"8812","291","NJ- PATERSON",393185,0,0,0,0,2020-02-18
"8813","292","NJ- RIDGEWOOD",463288,0,0,0,0,2020-02-18
"8814","285","NJ- MORRISTOWN",1028075,0,0,0,0,2020-02-18
"8815","288","NJ- NEW BRUNSWICK",1044234,0,0,0,0,2020-02-18
"8816","346","PA- ALLENTOWN",1233349,0,0,0,0,2020-02-18
"8817","400","TX- LUBBOCK",707296,0,0,0,0,2020-02-18
"8818","393","TX- EL PASO",1113258,0,0,0,0,2020-02-18
"8819","299","NY- BUFFALO",1378870,0,0,0,0,2020-02-18
"8820","304","NY- ROCHESTER",1303270,0,0,0,0,2020-02-18
"8821","296","NY- BINGHAMTON",364639,0,0,0,0,2020-02-18
"8822","307","NY- SYRACUSE",1069422,0,0,0,0,2020-02-18
"8823","351","PA- ERIE",722463,0,0,0,0,2020-02-18
"8824","300","NY- ELMIRA",331145,0,0,0,0,2020-02-18
"8825","359","PA- SAYRE",197463,0,0,0,0,2020-02-18
"8826","424","VT- BURLINGTON",646114,0,0,0,0,2020-02-18
"8827","360","PA- SCRANTON",317755,0,0,0,0,2020-02-18
"8828","312","NC- DURHAM",1366694,0,0,0,0,2020-02-18
"8829","313","NC- GREENSBORO",627219,0,0,0,0,2020-02-18
"8830","315","NC- HICKORY",298883,0,0,0,0,2020-02-18
"8831","320","NC- WINSTON-SALEM",1137103,0,0,0,0,2020-02-18
"8832","311","NC- CHARLOTTE",2459473,0,0,0,0,2020-02-18
"8833","375","TN- JOHNSON CITY",277165,0,0,0,0,2020-02-18
"8834","309","NC- ASHEVILLE",660204,0,0,0,0,2020-02-18
"8835","314","NC- GREENVILLE",856416,0,0,0,0,2020-02-18
"8836","318","NC- RALEIGH",2032974,0,0,0,0,2020-02-18
"8837","319","NC- WILMINGTON",449671,0,0,0,0,2020-02-18
"8838","365","SC- CHARLESTON",1039763,0,0,0,0,2020-02-18
"8839","430","VA- NORFOLK",1289789,0,0,0,0,2020-02-18
"8840","367","SC- FLORENCE",379572,0,0,0,0,2020-02-18
"8841","369","SC- SPARTANBURG",374810,0,0,0,0,2020-02-18
"8842","321","ND- BISMARCK",211242,0,0,0,0,2020-02-18
"8843","330","OH- DAYTON",1077638,0,0,0,0,2020-02-18
"8844","326","OH- CANTON",640670,0,0,0,0,2020-02-18
"8845","328","OH- CLEVELAND",2068625,0,0,0,0,2020-02-18
"8846","335","OH- YOUNGSTOWN",642648,0,0,0,0,2020-02-18
"8847","357","PA- PITTSBURGH",2904771,0,0,0,0,2020-02-18
"8848","332","OH- KETTERING",432928,0,0,0,0,2020-02-18
"8849","331","OH- ELYRIA",253587,0,0,0,0,2020-02-18
"8850","325","OH- AKRON",703381,0,0,0,0,2020-02-18
"8851","339","OK- OKLAHOMA CITY",1878346,0,0,0,0,2020-02-18
"8852","391","TX- DALLAS",4819192,0,0,0,0,2020-02-18
"8853","336","OK- LAWTON",203937,0,0,0,0,2020-02-18
"8854","420","TX- WICHITA FALLS",202790,0,0,0,0,2020-02-18
"8855","342","OR- EUGENE",731523,0,0,0,0,2020-02-18
"8856","345","OR- SALEM",319400,0,0,0,0,2020-02-18
"8857","344","OR- PORTLAND",2688073,0,0,0,0,2020-02-18
"8858","341","OR- BEND",221484,0,0,0,0,2020-02-18
"8859","347","PA- ALTOONA",302529,0,0,0,0,2020-02-18
"8860","355","PA- LANCASTER",678147,0,0,0,0,2020-02-18
"8861","358","PA- READING",596839,0,0,0,0,2020-02-18
"8862","354","PA- JOHNSTOWN",220260,0,0,0,0,2020-02-18
"8863","362","PA- WILKES-BARRE",249132,0,0,0,0,2020-02-18
"8864","350","PA- DANVILLE",579193,0,0,0,0,2020-02-18
"8865","366","SC- COLUMBIA",1241913,0,0,0,0,2020-02-18
"8866","368","SC- GREENVILLE",907674,0,0,0,0,2020-02-18
"8867","374","TN- JACKSON",333926,0,0,0,0,2020-02-18
"8868","416","TX- TYLER",561485,0,0,0,0,2020-02-18
"8869","397","TX- HOUSTON",6463120,0,0,0,0,2020-02-18
"8870","390","TX- CORPUS CHRISTI",564150,0,0,0,0,2020-02-18
"8871","412","TX- SAN ANTONIO",2714969,7.3665666164144e-07,0,0.0736656661641441,0,2020-02-18
"8872","385","TX- AUSTIN",1738310,0,0,0,0,2020-02-18
"8873","413","TX- TEMPLE",499914,0,0,0,0,2020-02-18
"8874","418","TX- WACO",341324,0,0,0,0,2020-02-18
"8875","394","TX- FORT WORTH",2198658,0,0,0,0,2020-02-18
"8876","388","TX- BRYAN",272470,0,0,0,0,2020-02-18
"8877","406","TX- ODESSA",351062,0,0,0,0,2020-02-18
"8878","382","TX- ABILENE",295982,0,0,0,0,2020-02-18
"8879","417","TX- VICTORIA",148174,0,0,0,0,2020-02-18
"8880","396","TX- HARLINGEN",591312,0,0,0,0,2020-02-18
"8881","399","TX- LONGVIEW",215161,0,0,0,0,2020-02-18
"8882","386","TX- BEAUMONT",464919,0,0,0,0,2020-02-18
"8883","411","TX- SAN ANGELO",159476,0,0,0,0,2020-02-18
"8884","402","TX- MCALLEN",672773,0,0,0,0,2020-02-18
"8885","422","UT- PROVO",599239,0,0,0,0,2020-02-18
"8886","421","UT- OGDEN",485077,0,0,0,0,2020-02-18
"8887","427","VA- CHARLOTTESVILLE",580368,0,0,0,0,2020-02-18
"8888","432","VA- ROANOKE",718474,0,0,0,0,2020-02-18
"8889","431","VA- RICHMOND",1734485,0,0,0,0,2020-02-18
"8890","428","VA- LYNCHBURG",256375,0,0,0,0,2020-02-18
"8891","426","VA- ARLINGTON",2297586,0,0,0,0,2020-02-18
"8892","429","VA- NEWPORT NEWS",563031,0,0,0,0,2020-02-18
"8893","435","VA- WINCHESTER",435762,0,0,0,0,2020-02-18
"8894","442","WA- YAKIMA",298517,0,0,0,0,2020-02-18
"8895","439","WA- SEATTLE",2812672,1.27212857561981e-07,0,0.0127212857561981,0,2020-02-18
"8896","438","WA- OLYMPIA",387412,0,0,0,0,2020-02-18
"8897","437","WA- EVERETT",672161,9.5541389264689e-07,0,0.095541389264689,0,2020-02-18
"8898","441","WA- TACOMA",802054,0,0,0,0,2020-02-18
"8899","450","WI- MARSHFIELD",379798,0,0,0,0,2020-02-18
"8900","446","WI- APPLETON",328675,0,0,0,0,2020-02-18
"8901","452","WI- NEENAH",238971,0,0,0,0,2020-02-18
"8902","457","WY- CASPER",192915,0,0,0,0,2020-02-18
"8903","Hospital referral regions (2016)","Hospital referral regions 2016",NA,NA,NA,NA,NA,2020-02-18
"8904","268","MO- KANSAS CITY",2481936,0,0,0,0,2020-02-19
"8905","297","NY- BRONX",1398749,0,0,0,0,2020-02-19
"8906","301","NY- EAST LONG ISLAND",4728414,0,0,0,0,2020-02-19
"8907","303","NY- NEW YORK",4981418,0,0,0,0,2020-02-19
"8908","308","NY- WHITE PLAINS",1135283,0,0,0,0,2020-02-19
"8909","289","NJ- NEWARK",1534797,0,0,0,0,2020-02-19
"8910","001","AL- BIRMINGHAM",2276677,0,0,0,0,2020-02-19
"8911","007","AL- MONTGOMERY",473121,0,0,0,0,2020-02-19
"8912","006","AL- MOBILE",826053,0,0,0,0,2020-02-19
"8913","134","FL- PENSACOLA",764431,0,0,0,0,2020-02-19
"8914","002","AL- DOTHAN",375802,0,0,0,0,2020-02-19
"8915","009","AL- TUSCALOOSA",266186,0,0,0,0,2020-02-19
"8916","144","GA- ATLANTA",6243061,0,0,0,0,2020-02-19
"8917","148","GA- ROME",289908,0,0,0,0,2020-02-19
"8918","260","MS- MERIDIAN",197862,0,0,0,0,2020-02-19
"8919","005","AL- HUNTSVILLE",626099,0,0,0,0,2020-02-19
"8920","373","TN- CHATTANOOGA",700134,0,0,0,0,2020-02-19
"8921","262","MS- TUPELO",396259,0,0,0,0,2020-02-19
"8922","146","GA- COLUMBUS",349248,0,0,0,0,2020-02-19
"8923","010","AK- ANCHORAGE",710231,0,0,0,0,2020-02-19
"8924","012","AZ- PHOENIX",3373124,1.80503773187501e-07,0,0.0180503773187501,0,2020-02-19
"8925","293","NM- ALBUQUERQUE",1729568,0,0,0,0,2020-02-19
"8926","015","AZ- TUCSON",1221007,3.23983819928478e-11,0,3.23983819928478e-06,0,2020-02-19
"8927","423","UT- SALT LAKE CITY",2034274,0,0,0,0,2020-02-19
"8928","014","AZ- SUN CITY",298424,2.57325983261848e-07,0,0.0257325983261848,0,2020-02-19
"8929","011","AZ- MESA",1384107,2.27082575762242e-07,0,0.0227082575762242,0,2020-02-19
"8930","279","NV- LAS VEGAS",2064056,0,0,0,0,2020-02-19
"8931","019","AR- LITTLE ROCK",1557326,0,0,0,0,2020-02-19
"8932","270","MO- SPRINGFIELD",865127,0,0,0,0,2020-02-19
"8933","021","AR- SPRINGDALE",535647,0,0,0,0,2020-02-19
"8934","267","MO- JOPLIN",375895,0,0,0,0,2020-02-19
"8935","018","AR- JONESBORO",238432,0,0,0,0,2020-02-19
"8936","273","MO- ST LOUIS",3427241,0,0,0,0,2020-02-19
"8937","219","LA- SHREVEPORT",694588,0,0,0,0,2020-02-19
"8938","016","AR- FORT SMITH",376522,0,0,0,0,2020-02-19
"8939","379","TN- MEMPHIS",1816203,0,0,0,0,2020-02-19
"8940","022","AR- TEXARKANA",263672,0,0,0,0,2020-02-19
"8941","033","CA- CONTRA COSTA CO.",1042954,0,0,0,0,2020-02-19
"8942","065","CA- ALAMEDA CO.",1538029,4.52518895843524e-11,0,4.52518895843524e-06,0,2020-02-19
"8943","077","CA- SACRAMENTO",2589156,0,0,0,0,2020-02-19
"8944","091","CA- STOCKTON",596968,0,0,0,0,2020-02-19
"8945","280","NV- RENO",758460,0,0,0,0,2020-02-19
"8946","031","CA- CHICO",300672,0,0,0,0,2020-02-19
"8947","058","CA- MODESTO",901093,0,0,0,0,2020-02-19
"8948","081","CA- SAN FRANCISCO",1438721,1.39012358893767e-06,0,0.139012358893767,0,2020-02-19
"8949","343","OR- MEDFORD",434585,0,0,0,0,2020-02-19
"8950","043","CA- FRESNO",1244650,0,0,0,0,2020-02-19
"8951","062","CA- NAPA",274114,0,0,0,0,2020-02-19
"8952","073","CA- REDDING",341901,0,0,0,0,2020-02-19
"8953","080","CA- SAN DIEGO",3720182,2.66524356316378e-07,0,0.0266524356316378,0,2020-02-19
"8954","079","CA- SAN BERNARDINO",3116736,9.23577012557005e-11,0,9.23577012557005e-06,0,2020-02-19
"8955","025","CA- BAKERSFIELD",1161370,0,0,0,0,2020-02-19
"8956","056","CA- LOS ANGELES",9867438,1.00919477616369e-07,0,0.0100919477616369,0,2020-02-19
"8957","023","CA- ORANGE CO.",3304821,3.0516614442538e-07,0,0.030516614442538,0,2020-02-19
"8958","096","CA- VENTURA",857707,4.49671221046706e-09,0,0.000449671221046706,0,2020-02-19
"8959","089","CA- SANTA ROSA",489750,0,0,0,0,2020-02-19
"8960","078","CA- SALINAS",396679,0,0,0,0,2020-02-19
"8961","083","CA- SAN LUIS OBISPO",251067,0,0,0,0,2020-02-19
"8962","087","CA- SANTA CRUZ",275890,0,0,0,0,2020-02-19
"8963","069","CA- PALM SPR/RANCHO MIR.",342069,0,0,0,0,2020-02-19
"8964","082","CA- SAN JOSE",1761797,1.084795051605e-06,0,0.1084795051605,0,2020-02-19
"8965","086","CA- SANTA BARBARA",443159,0,0,0,0,2020-02-19
"8966","085","CA- SAN MATEO CO.",797525,1.11271413120567e-07,0,0.0111271413120567,0,2020-02-19
"8967","103","CO- DENVER",2853117,0,0,0,0,2020-02-19
"8968","106","CO- GREELEY",357920,0,0,0,0,2020-02-19
"8969","102","CO- COLORADO SPRINGS",829912,0,0,0,0,2020-02-19
"8970","101","CO- BOULDER",308518,0,0,0,0,2020-02-19
"8971","107","CO- PUEBLO",173208,0,0,0,0,2020-02-19
"8972","105","CO- GRAND JUNCTION",337595,0,0,0,0,2020-02-19
"8973","104","CO- FORT COLLINS",335380,0,0,0,0,2020-02-19
"8974","201","KS- WICHITA",1276737,0,0,0,0,2020-02-19
"8975","109","CT- BRIDGEPORT",682421,0,0,0,0,2020-02-19
"8976","111","CT- NEW HAVEN",1482374,0,0,0,0,2020-02-19
"8977","110","CT- HARTFORD",1510786,0,0,0,0,2020-02-19
"8978","230","MA- SPRINGFIELD",744460,0,0,0,0,2020-02-19
"8979","364","RI- PROVIDENCE",1228881,0,0,0,0,2020-02-19
"8980","112","DE- WILMINGTON",796103,0,0,0,0,2020-02-19
"8981","225","MD- SALISBURY",443452,0,0,0,0,2020-02-19
"8982","356","PA- PHILADELPHIA",4185432,0,0,0,0,2020-02-19
"8983","113","DC- WASHINGTON",2617594,0,0,0,0,2020-02-19
"8984","226","MD- TAKOMA PARK",960715,0,0,0,0,2020-02-19
"8985","120","FL- GAINESVILLE",567547,0,0,0,0,2020-02-19
"8986","123","FL- JACKSONVILLE",1629968,0,0,0,0,2020-02-19
"8987","133","FL- PANAMA CITY",217003,0,0,0,0,2020-02-19
"8988","130","FL- ORLANDO",3621833,0,0,0,0,2020-02-19
"8989","118","FL- FORT LAUDERDALE",2760263,0,0,0,0,2020-02-19
"8990","127","FL- MIAMI",3202229,0,0,0,0,2020-02-19
"8991","140","FL- TALLAHASSEE",835219,0,0,0,0,2020-02-19
"8992","119","FL- FORT MYERS",1182870,0,0,0,0,2020-02-19
"8993","137","FL- SARASOTA",407131,0,0,0,0,2020-02-19
"8994","129","FL- OCALA",529160,0,0,0,0,2020-02-19
"8995","131","FL- ORMOND BEACH",383378,0,0,0,0,2020-02-19
"8996","124","FL- LAKELAND",386176,0,0,0,0,2020-02-19
"8997","122","FL- HUDSON",408247,0,0,0,0,2020-02-19
"8998","141","FL- TAMPA",1385149,0,0,0,0,2020-02-19
"8999","115","FL- BRADENTON",296705,0,0,0,0,2020-02-19
"9000","116","FL- CLEARWATER",506206,0,0,0,0,2020-02-19
"9001","139","FL- ST PETERSBURG",410319,0,0,0,0,2020-02-19
"9002","149","GA- SAVANNAH",856153,0,0,0,0,2020-02-19
"9003","142","GA- ALBANY",219645,0,0,0,0,2020-02-19
"9004","147","GA- MACON",734927,0,0,0,0,2020-02-19
"9005","145","GA- AUGUSTA",673766,0,0,0,0,2020-02-19
"9006","150","HI- HONOLULU",1360301,0,0,0,0,2020-02-19
"9007","151","ID- BOISE",883940,0,0,0,0,2020-02-19
"9008","440","WA- SPOKANE",1515334,0,0,0,0,2020-02-19
"9009","152","ID- IDAHO FALLS",238602,0,0,0,0,2020-02-19
"9010","276","MT- MISSOULA",382740,0,0,0,0,2020-02-19
"9011","172","IL- SPRINGFIELD",830634,0,0,0,0,2020-02-19
"9012","263","MO- CAPE GIRARDEAU",264707,0,0,0,0,2020-02-19
"9013","171","IL- ROCKFORD",735905,0,0,0,0,2020-02-19
"9014","449","WI- MADISON",1093305,9.14657849364999e-07,0,0.0914657849364999,0,2020-02-19
"9015","170","IL- PEORIA",615743,0,0,0,0,2020-02-19
"9016","191","IA- DAVENPORT",492280,0,0,0,0,2020-02-19
"9017","173","IL- URBANA",450688,0,0,0,0,2020-02-19
"9018","188","IN- TERRE HAUTE",183701,0,0,0,0,2020-02-19
"9019","166","IL- MELROSE PARK",1336480,2.04129034785562e-07,0,0.0204129034785562,0,2020-02-19
"9020","163","IL- HINSDALE",475308,4.29149335170957e-09,0,0.000429149335170957,0,2020-02-19
"9021","161","IL- EVANSTON",912358,3.31418936663295e-07,0,0.0331418936663295,0,2020-02-19
"9022","164","IL- JOLIET",714644,1.21567420093814e-08,0,0.00121567420093814,0,2020-02-19
"9023","155","IL- BLUE ISLAND",852099,3.6680288715731e-07,0,0.036680288715731,0,2020-02-19
"9024","186","IN- MUNSTER",313527,9.47164973367293e-08,0,0.00947164973367292,0,2020-02-19
"9025","156","IL- CHICAGO",2586419,3.85009649304336e-07,0,0.0385009649304336,0,2020-02-19
"9026","158","IL- ELGIN",801491,9.48738797647811e-08,0,0.00948738797647811,0,2020-02-19
"9027","179","IN- EVANSVILLE",682402,0,0,0,0,2020-02-19
"9028","154","IL- AURORA",343756,0,0,0,0,2020-02-19
"9029","175","IL- BLOOMINGTON",205021,0,0,0,0,2020-02-19
"9030","194","IA- IOWA CITY",345868,0,0,0,0,2020-02-19
"9031","193","IA- DUBUQUE",157341,0,0,0,0,2020-02-19
"9032","208","KY- PADUCAH",370644,0,0,0,0,2020-02-19
"9033","451","WI- MILWAUKEE",2711686,0,0,0,0,2020-02-19
"9034","264","MO- COLUMBIA",707702,0,0,0,0,2020-02-19
"9035","180","IN- FORT WAYNE",866605,0,0,0,0,2020-02-19
"9036","183","IN- INDIANAPOLIS",2852404,0,0,0,0,2020-02-19
"9037","184","IN- LAFAYETTE",242737,0,0,0,0,2020-02-19
"9038","185","IN- MUNCIE",168738,0,0,0,0,2020-02-19
"9039","205","KY- LOUISVILLE",1761589,0,0,0,0,2020-02-19
"9040","327","OH- CINCINNATI",1674091,0,0,0,0,2020-02-19
"9041","187","IN- SOUTH BEND",696079,0,0,0,0,2020-02-19
"9042","181","IN- GARY",529009,0,0,0,0,2020-02-19
"9043","207","KY- OWENSBORO",145260,0,0,0,0,2020-02-19
"9044","238","MI- KALAMAZOO",669114,0,0,0,0,2020-02-19
"9045","192","IA- DES MOINES",1091747,0,0,0,0,2020-02-19
"9046","278","NE- OMAHA",1302233,7.67911733153744e-06,0,0.767911733153744,0,2020-02-19
"9047","448","WI- LA CROSSE",356614,0,0,0,0,2020-02-19
"9048","190","IA- CEDAR RAPIDS",301530,0,0,0,0,2020-02-19
"9049","197","IA- WATERLOO",213653,0,0,0,0,2020-02-19
"9050","196","IA- SIOUX CITY",263271,0,0,0,0,2020-02-19
"9051","371","SD- SIOUX FALLS",773673,0,0,0,0,2020-02-19
"9052","195","IA- MASON CITY",132160,0,0,0,0,2020-02-19
"9053","253","MN- ROCHESTER",416752,0,0,0,0,2020-02-19
"9054","251","MN- MINNEAPOLIS",3233450,0,0,0,0,2020-02-19
"9055","200","KS- TOPEKA",457565,0,0,0,0,2020-02-19
"9056","340","OK- TULSA",1369583,0,0,0,0,2020-02-19
"9057","277","NE- LINCOLN",580765,0,0,0,0,2020-02-19
"9058","383","TX- AMARILLO",444214,0,0,0,0,2020-02-19
"9059","380","TN- NASHVILLE",2782462,0,0,0,0,2020-02-19
"9060","204","KY- LEXINGTON",1514499,0,0,0,0,2020-02-19
"9061","377","TN- KNOXVILLE",1379484,0,0,0,0,2020-02-19
"9062","203","KY- COVINGTON",416762,0,0,0,0,2020-02-19
"9063","444","WV- HUNTINGTON",356456,0,0,0,0,2020-02-19
"9064","329","OH- COLUMBUS",3018306,0,0,0,0,2020-02-19
"9065","376","TN- KINGSPORT",479601,0,0,0,0,2020-02-19
"9066","443","WV- CHARLESTON",839828,0,0,0,0,2020-02-19
"9067","213","LA- LAFAYETTE",614128,0,0,0,0,2020-02-19
"9068","209","LA- ALEXANDRIA",287731,0,0,0,0,2020-02-19
"9069","214","LA- LAKE CHARLES",283234,0,0,0,0,2020-02-19
"9070","210","LA- BATON ROUGE",947505,0,0,0,0,2020-02-19
"9071","212","LA- HOUMA",271510,0,0,0,0,2020-02-19
"9072","217","LA- MONROE",271497,0,0,0,0,2020-02-19
"9073","259","MS- JACKSON",1075145,0,0,0,0,2020-02-19
"9074","216","LA- METAIRIE",458580,0,0,0,0,2020-02-19
"9075","218","LA- NEW ORLEANS",657841,0,0,0,0,2020-02-19
"9076","220","LA- SLIDELL",192108,0,0,0,0,2020-02-19
"9077","222","ME- PORTLAND",1070795,0,0,0,0,2020-02-19
"9078","221","ME- BANGOR",400665,0,0,0,0,2020-02-19
"9079","281","NH- LEBANON",396748,0,0,0,0,2020-02-19
"9080","223","MD- BALTIMORE",2523788,0,0,0,0,2020-02-19
"9081","363","PA- YORK",440053,0,0,0,0,2020-02-19
"9082","352","PA- HARRISBURG",1027704,0,0,0,0,2020-02-19
"9083","445","WV- MORGANTOWN",404313,0,0,0,0,2020-02-19
"9084","227","MA- BOSTON",4826221,2.07201452233538e-07,0,0.0207201452233538,0,2020-02-19
"9085","295","NY- ALBANY",1842850,0,0,0,0,2020-02-19
"9086","231","MA- WORCESTER",808287,0,0,0,0,2020-02-19
"9087","246","MI- SAGINAW",627549,0,0,0,0,2020-02-19
"9088","240","MI- MARQUETTE",200023,0,0,0,0,2020-02-19
"9089","236","MI- GRAND RAPIDS",1187416,0,0,0,0,2020-02-19
"9090","248","MI- ST JOSEPH",142156,0,0,0,0,2020-02-19
"9091","243","MI- PETOSKEY",175199,0,0,0,0,2020-02-19
"9092","249","MI- TRAVERSE CITY",233228,0,0,0,0,2020-02-19
"9093","239","MI- LANSING",710382,0,0,0,0,2020-02-19
"9094","447","WI- GREEN BAY",510635,0,0,0,0,2020-02-19
"9095","235","MI- FLINT",568542,0,0,0,0,2020-02-19
"9096","250","MN- DULUTH",341216,0,0,0,0,2020-02-19
"9097","456","WI- WAUSAU",189284,0,0,0,0,2020-02-19
"9098","232","MI- ANN ARBOR",1401260,0,0,0,0,2020-02-19
"9099","242","MI- MUSKEGON",270058,0,0,0,0,2020-02-19
"9100","244","MI- PONTIAC",470635,0,0,0,0,2020-02-19
"9101","334","OH- TOLEDO",1000493,0,0,0,0,2020-02-19
"9102","234","MI- DETROIT",1738617,0,0,0,0,2020-02-19
"9103","245","MI- ROYAL OAK",679720,0,0,0,0,2020-02-19
"9104","233","MI- DEARBORN",517284,0,0,0,0,2020-02-19
"9105","256","MN- ST PAUL",1080676,0,0,0,0,2020-02-19
"9106","322","ND- FARGO MOORHEAD -MN",533993,0,0,0,0,2020-02-19
"9107","323","ND- GRAND FORKS",164613,0,0,0,0,2020-02-19
"9108","254","MN- ST CLOUD",260897,0,0,0,0,2020-02-19
"9109","261","MS- OXFORD",149639,0,0,0,0,2020-02-19
"9110","258","MS- HATTIESBURG",306018,0,0,0,0,2020-02-19
"9111","257","MS- GULFPORT",201377,0,0,0,0,2020-02-19
"9112","274","MT- BILLINGS",585373,0,0,0,0,2020-02-19
"9113","275","MT- GREAT FALLS",152681,0,0,0,0,2020-02-19
"9114","370","SD- RAPID CITY",217734,0,0,0,0,2020-02-19
