"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k","date","hrrcases","hrrdeaths","casegrowthrate","deathgrowthrate"
"6823","105","CO- GRAND JUNCTION",337595,0,0,0,0,2020-02-12,0,0,1.03974448312192,1.14351387029029
"6824","104","CO- FORT COLLINS",335380,0,0,0,0,2020-02-12,0,0,1.04809078913417,1.04081632653061
"6825","201","KS- WICHITA",1276737,0,0,0,0,2020-02-12,0,0,1.1504396605025,1.70476028979272
"6826","109","CT- BRIDGEPORT",682421,0,0,0,0,2020-02-12,0,0,1.1294768506096,1.23876288845635
"6827","111","CT- NEW HAVEN",1482374,0,0,0,0,2020-02-12,0,0,1.183430168589,1.47065916370051
"6828","110","CT- HARTFORD",1510786,0,0,0,0,2020-02-12,0,0,1.18884012419207,1.4136386550731
"6829","230","MA- SPRINGFIELD",744460,0,0,0,0,2020-02-12,0,0,1.13390245049499,1.2606967392742
"6830","364","RI- PROVIDENCE",1228881,0,0,0,0,2020-02-12,0,0,1.18113745182917,1.34393789174862
"6831","112","DE- WILMINGTON",796103,0,0,0,0,2020-02-12,0,0,1.26270353325554,1.12862662322913
"6832","225","MD- SALISBURY",443452,0,0,0,0,2020-02-12,0,0,1.28132749993658,1.23697534188453
"6833","356","PA- PHILADELPHIA",4185432,0,0,0,0,2020-02-12,0,0,1.19914967917938,1.65775193261682
"6834","113","DC- WASHINGTON",2617594,0,0,0,0,2020-02-12,0,0,1.21335135364085,1.3259928134709
"6835","226","MD- TAKOMA PARK",960715,0,0,0,0,2020-02-12,0,0,1.24866439242672,1.45897159031855
"6836","120","FL- GAINESVILLE",567547,0,0,0,0,2020-02-12,0,0,1.15976515728044,1.01511310195461
"6837","123","FL- JACKSONVILLE",1629968,0,0,0,0,2020-02-12,0,0,1.13084957363235,1.08660972401811
"6838","133","FL- PANAMA CITY",217003,0,0,0,0,2020-02-12,0,0,1.14302908520389,Inf
"6839","130","FL- ORLANDO",3621833,0,0,0,0,2020-02-12,0,0,1.08203464952026,1.17120249779499
"6840","118","FL- FORT LAUDERDALE",2760263,0,0,0,0,2020-02-12,0,0,1.10158860830368,1.24164424141058
"6841","127","FL- MIAMI",3202229,0,0,0,0,2020-02-12,0,0,1.1199216680893,1.33270382907597
"6842","140","FL- TALLAHASSEE",835219,0,0,0,0,2020-02-12,0,0,1.18011403511836,1.38832533801273
"6843","119","FL- FORT MYERS",1182870,0,0,0,0,2020-02-12,0,0,1.1173227569593,1.08923758507462
"6844","137","FL- SARASOTA",407131,0,0,0,0,2020-02-12,0,0,1.11361524352982,1.11814541184518
"6845","129","FL- OCALA",529160,0,0,0,0,2020-02-12,0,0,1.14075037564589,1.36145436862795
"6846","131","FL- ORMOND BEACH",383378,0,0,0,0,2020-02-12,0,0,1.07632842030168,1.26267890812968
"6847","124","FL- LAKELAND",386176,0,0,0,0,2020-02-12,0,0,1.11162372282319,1.23213152901359
"6848","122","FL- HUDSON",408247,0,0,0,0,2020-02-12,0,0,1.11061312381058,1.2660199919869
"6849","141","FL- TAMPA",1385149,0,0,0,0,2020-02-12,0,0,1.07021945994248,1.16737204390923
"6850","115","FL- BRADENTON",296705,0,0,0,0,2020-02-12,0,0,1.13186813186813,1.47619047619048
"6851","116","FL- CLEARWATER",506206,0,0,0,0,2020-02-12,0,0,1.0507637017071,1.10204081632653
"6852","139","FL- ST PETERSBURG",410319,0,0,0,0,2020-02-12,0,0,1.0507637017071,1.10204081632653
"6853","149","GA- SAVANNAH",856153,0,0,0,0,2020-02-12,0,0,1.11259859652035,1.14285714285714
"6854","142","GA- ALBANY",219645,0,0,0,0,2020-02-12,0,0,1.14393984122445,1.21960255516782
"6855","147","GA- MACON",734927,0,0,0,0,2020-02-12,0,0,1.20607000178738,1.15828678872184
"6856","145","GA- AUGUSTA",673766,0,0,0,0,2020-02-12,0,0,1.22711672880658,1.33243318585305
"6857","150","HI- HONOLULU",1360301,0,0,0,0,2020-02-12,0,0,1.07142857142857,1.42857142857143
"6858","151","ID- BOISE",883940,0,0,0,0,2020-02-12,0,0,1.05304864624565,1.24544183686011
"6859","440","WA- SPOKANE",1515334,0,0,0,0,2020-02-12,0,0,1.08064955281958,1.1375008246277
"6860","152","ID- IDAHO FALLS",238602,0,0,0,0,2020-02-12,0,0,1.10044490522408,NA
"6861","276","MT- MISSOULA",382740,0,0,0,0,2020-02-12,0,0,1.06204551318975,1.09803630301582
"6862","172","IL- SPRINGFIELD",830634,0,0,0,0,2020-02-12,0,0,1.24532637422585,1.11428571428571
"6863","263","MO- CAPE GIRARDEAU",264707,0,0,0,0,2020-02-12,0,0,1.11853464650265,Inf
"6864","171","IL- ROCKFORD",735905,0,0,0,0,2020-02-12,0,0,1.24971677654098,1.40831405014279
"6865","449","WI- MADISON",1093305,9.14657849364999e-07,0,0.0914657849364999,0,2020-02-12,1,0,1.05639212904691,1.21589943050469
"6866","170","IL- PEORIA",615743,0,0,0,0,2020-02-12,0,0,1.18660260057197,1.56729221096102
"6867","191","IA- DAVENPORT",492280,0,0,0,0,2020-02-12,0,0,1.30516053534907,2.05891073784294
"6868","173","IL- URBANA",450688,0,0,0,0,2020-02-12,0,0,1.10749957320188,1.51863428150983
"6869","188","IN- TERRE HAUTE",183701,0,0,0,0,2020-02-12,0,0,1.37108186278131,1.01317271116577
"6870","155","IL- BLUE ISLAND",852099,3.6680288715731e-07,0,0.036680288715731,0,2020-02-12,0.312552373343857,0,1.13403467038614,1.26931009138019
"6871","166","IL- MELROSE PARK",1336480,2.04129034785562e-07,0,0.0204129034785562,0,2020-02-12,0.272814372410209,0,1.13525891748457,1.24813690569879
"6872","164","IL- JOLIET",714644,1.21567420093814e-08,0,0.00121567420093814,0,2020-02-12,0.00868774273655233,0,1.19255844909932,1.49409247828597
"6873","163","IL- HINSDALE",475308,4.29149335170957e-09,0,0.000429149335170957,0,2020-02-12,0.00203978112201437,0,1.16143816257612,1.32671885156035
"6874","161","IL- EVANSTON",912358,3.31418936663295e-07,0,0.0331418936663295,0,2020-02-12,0.30237271821625,0,1.13378280035436,1.25441720965537
"6875","156","IL- CHICAGO",2586419,3.85009649304336e-07,0,0.0385009649304336,0,2020-02-12,0.995796272144071,0,1.13239610690561,1.26038500506586
"6876","158","IL- ELGIN",801491,9.48738797647811e-08,0,0.00948738797647811,0,2020-02-12,0.0760405607665542,0,1.13762308213416,1.20912130402449
"6877","186","IN- MUNSTER",313527,9.47164973367293e-08,0,0.00947164973367292,0,2020-02-12,0.0296961792604927,0,1.16633203166294,1.30102660654248
"6878","179","IN- EVANSVILLE",682402,0,0,0,0,2020-02-12,0,0,1.20923780424829,49.7532233109851
"6879","154","IL- AURORA",343756,0,0,0,0,2020-02-12,0,0,1.15784009382292,1.14537418792552
"6880","175","IL- BLOOMINGTON",205021,0,0,0,0,2020-02-12,0,0,1.16601253936656,1
"6881","194","IA- IOWA CITY",345868,0,0,0,0,2020-02-12,0,0,1.19685725784024,1.13480279263606
"6882","193","IA- DUBUQUE",157341,0,0,0,0,2020-02-12,0,0,1.08301073080567,1.07664817997188
"6883","208","KY- PADUCAH",370644,0,0,0,0,2020-02-12,0,0,1.4000559081072,1.68070955026487
"6884","451","WI- MILWAUKEE",2711686,0,0,0,0,2020-02-12,0,0,1.10474819194907,1.23144050230502
"6885","264","MO- COLUMBIA",707702,0,0,0,0,2020-02-12,0,0,1.04488881166737,1.04846083276156
"6886","180","IN- FORT WAYNE",866605,0,0,0,0,2020-02-12,0,0,1.17474984917108,1.55458347881088
"6887","183","IN- INDIANAPOLIS",2852404,0,0,0,0,2020-02-12,0,0,1.13625340534772,1.30463713384245
"6888","184","IN- LAFAYETTE",242737,0,0,0,0,2020-02-12,0,0,1.08484034605158,1.02823462812485
"6889","185","IN- MUNCIE",168738,0,0,0,0,2020-02-12,0,0,1.13489613470062,1.0307990817485
"6890","205","KY- LOUISVILLE",1761589,0,0,0,0,2020-02-12,0,0,1.16040923514674,1.35758984847978
"6891","327","OH- CINCINNATI",1674091,0,0,0,0,2020-02-12,0,0,1.16403266985685,1.21300586906635
"6892","187","IN- SOUTH BEND",696079,0,0,0,0,2020-02-12,0,0,1.16966227176378,1.07681558088559
"6893","181","IN- GARY",529009,0,0,0,0,2020-02-12,0,0,1.17854611487212,1.29569235976937
"6894","207","KY- OWENSBORO",145260,0,0,0,0,2020-02-12,0,0,1.1520958870256,1.06159599502376
"6895","238","MI- KALAMAZOO",669114,0,0,0,0,2020-02-12,0,0,1.1735923418312,1.3429038124175
"6896","192","IA- DES MOINES",1091747,0,0,0,0,2020-02-12,0,0,1.08437545169935,1.45743424416021
"6897","278","NE- OMAHA",1302233,0,0,0,0,2020-02-12,0,0,1.13721858000457,1.36193372537191
"6898","448","WI- LA CROSSE",356614,0,0,0,0,2020-02-12,0,0,1.08282026299514,1.30037053458094
"6899","190","IA- CEDAR RAPIDS",301530,0,0,0,0,2020-02-12,0,0,1.13092720067191,1.32351297244534
"6900","197","IA- WATERLOO",213653,0,0,0,0,2020-02-12,0,0,1.32237366839781,Inf
"6901","196","IA- SIOUX CITY",263271,0,0,0,0,2020-02-12,0,0,1.09748320242643,NA
"6902","371","SD- SIOUX FALLS",773673,0,0,0,0,2020-02-12,0,0,1.27571994336932,1.28349405802285
"6903","195","IA- MASON CITY",132160,0,0,0,0,2020-02-12,0,0,1.05896756608875,NA
"6904","253","MN- ROCHESTER",416752,0,0,0,0,2020-02-12,0,0,1.09718311166783,1.06009284398574
"6905","251","MN- MINNEAPOLIS",3233450,0,0,0,0,2020-02-12,0,0,1.08952308978742,1.2601842667101
"6906","200","KS- TOPEKA",457565,0,0,0,0,2020-02-12,0,0,1.14757174031247,1.04761904761905
"6907","340","OK- TULSA",1369583,0,0,0,0,2020-02-12,0,0,1.1175511239306,1.22497147282951
"6908","277","NE- LINCOLN",580765,0,0,0,0,2020-02-12,0,0,1.37652775184661,1.1342974719465
"6909","383","TX- AMARILLO",444214,0,0,0,0,2020-02-12,0,0,1.33043924537445,1.57268667824361
"6910","380","TN- NASHVILLE",2782462,0,0,0,0,2020-02-12,0,0,1.08144440343933,1.2214241506367
"6911","204","KY- LEXINGTON",1514499,0,0,0,0,2020-02-12,0,0,1.08655356797143,1.00081138274106
"6912","377","TN- KNOXVILLE",1379484,0,0,0,0,2020-02-12,0,0,1.09072533225997,1.476703556027
"6913","203","KY- COVINGTON",416762,0,0,0,0,2020-02-12,0,0,1.42799238724806,1.32143182980005
"6914","444","WV- HUNTINGTON",356456,0,0,0,0,2020-02-12,0,0,1.47787797293814,1.14118482931285
"6915","329","OH- COLUMBUS",3018306,0,0,0,0,2020-02-12,0,0,1.12529757004191,1.17298350998658
"6916","376","TN- KINGSPORT",479601,0,0,0,0,2020-02-12,0,0,1.2687197298178,1
"6917","443","WV- CHARLESTON",839828,0,0,0,0,2020-02-12,0,0,1.1551794600278,1.02927472106767
"6918","213","LA- LAFAYETTE",614128,0,0,0,0,2020-02-12,0,0,1.06253008624002,1.28090742311594
"6919","209","LA- ALEXANDRIA",287731,0,0,0,0,2020-02-12,0,0,1.13264539865831,1.02184302381187
"6920","214","LA- LAKE CHARLES",283234,0,0,0,0,2020-02-12,0,0,1.13543774770883,1.42752056276313
"6921","210","LA- BATON ROUGE",947505,0,0,0,0,2020-02-12,0,0,1.23930831150251,1.25900253320255
"6922","212","LA- HOUMA",271510,0,0,0,0,2020-02-12,0,0,1.18408866252276,1.51007807361449
"6923","217","LA- MONROE",271497,0,0,0,0,2020-02-12,0,0,1.29993408599554,2.30204993565817
"6924","259","MS- JACKSON",1075145,0,0,0,0,2020-02-12,0,0,1.12867446630582,1.30129289289532
"6925","216","LA- METAIRIE",458580,0,0,0,0,2020-02-12,0,0,1.12340017868748,1.15918687644352
"6926","218","LA- NEW ORLEANS",657841,0,0,0,0,2020-02-12,0,0,1.09328943090805,1.09057670178722
"6927","220","LA- SLIDELL",192108,0,0,0,0,2020-02-12,0,0,1.11991129408707,1.37728222902543
"6928","222","ME- PORTLAND",1070795,0,0,0,0,2020-02-12,0,0,1.05058285616592,1.10556093946314
"6929","221","ME- BANGOR",400665,0,0,0,0,2020-02-12,0,0,1.15091426742453,30.3858212305324
"6930","281","NH- LEBANON",396748,0,0,0,0,2020-02-12,0,0,1.0648469151661,1.27685670382104
"6931","223","MD- BALTIMORE",2523788,0,0,0,0,2020-02-12,0,0,1.17792609367197,1.48920305912334
"6932","363","PA- YORK",440053,0,0,0,0,2020-02-12,0,0,1.24708976072778,1.35950323520413
"6933","352","PA- HARRISBURG",1027704,0,0,0,0,2020-02-12,0,0,1.27260187918606,1.10375652342266
"6934","445","WV- MORGANTOWN",404313,0,0,0,0,2020-02-12,0,0,1.13736424798525,1.41575877405196
"6935","227","MA- BOSTON",4826221,2.07201452233538e-07,0,0.0207201452233538,0,2020-02-12,1,0,1.1527480455102,1.32865304016916
"6936","295","NY- ALBANY",1842850,0,0,0,0,2020-02-12,0,0,1.11837825062852,1.20395859764842
"6937","231","MA- WORCESTER",808287,0,0,0,0,2020-02-12,0,0,1.14657425141892,1.23045250652443
"6938","246","MI- SAGINAW",627549,0,0,0,0,2020-02-12,0,0,1.21562270158615,1.91342046270828
"6939","240","MI- MARQUETTE",200023,0,0,0,0,2020-02-12,0,0,1.19556892166115,Inf
"6940","236","MI- GRAND RAPIDS",1187416,0,0,0,0,2020-02-12,0,0,1.11814835028968,1.51910275948557
"6941","248","MI- ST JOSEPH",142156,0,0,0,0,2020-02-12,0,0,1.09931387821322,1.09163673811652
"6942","243","MI- PETOSKEY",175199,0,0,0,0,2020-02-12,0,0,1.11281033457439,1.26717183451282
"6943","249","MI- TRAVERSE CITY",233228,0,0,0,0,2020-02-12,0,0,1.14421210412004,1.15430274079504
"6944","239","MI- LANSING",710382,0,0,0,0,2020-02-12,0,0,1.10065336218284,1.1847075601517
"6945","447","WI- GREEN BAY",510635,0,0,0,0,2020-02-12,0,0,1.22678335217769,1.14237279476946
"6946","235","MI- FLINT",568542,0,0,0,0,2020-02-12,0,0,1.14726122343163,1.56673174583248
"6947","250","MN- DULUTH",341216,0,0,0,0,2020-02-12,0,0,1.16785548295914,1.30893678315635
"6948","456","WI- WAUSAU",189284,0,0,0,0,2020-02-12,0,0,1.0632455880099,1
"6949","232","MI- ANN ARBOR",1401260,0,0,0,0,2020-02-12,0,0,1.09632468584352,1.21190764197557
"6950","242","MI- MUSKEGON",270058,0,0,0,0,2020-02-12,0,0,1.11709834317999,1.21860178693636
"6951","244","MI- PONTIAC",470635,0,0,0,0,2020-02-12,0,0,1.11087993830718,1.15341990608292
"6952","334","OH- TOLEDO",1000493,0,0,0,0,2020-02-12,0,0,1.13025051884198,1.71817140184615
"6953","234","MI- DETROIT",1738617,0,0,0,0,2020-02-12,0,0,1.11492315887421,1.26646638776055
"6954","245","MI- ROYAL OAK",679720,0,0,0,0,2020-02-12,0,0,1.11298312177247,1.16589744985933
"6955","233","MI- DEARBORN",517284,0,0,0,0,2020-02-12,0,0,1.10413864821308,1.24748884263727
"6956","256","MN- ST PAUL",1080676,0,0,0,0,2020-02-12,0,0,1.08001389328384,1.29228548423237
"6957","322","ND- FARGO MOORHEAD -MN",533993,0,0,0,0,2020-02-12,0,0,1.14197197532809,1.14285714285714
"6958","323","ND- GRAND FORKS",164613,0,0,0,0,2020-02-12,0,0,1.17361032695812,NA
"6959","254","MN- ST CLOUD",260897,0,0,0,0,2020-02-12,0,0,1.05814660179744,NA
"6960","261","MS- OXFORD",149639,0,0,0,0,2020-02-12,0,0,1.10947924313459,1
"6961","258","MS- HATTIESBURG",306018,0,0,0,0,2020-02-12,0,0,1.2266993231572,1.57425665503244
"6962","257","MS- GULFPORT",201377,0,0,0,0,2020-02-12,0,0,1.06479289992583,1.45043712051303
"6963","274","MT- BILLINGS",585373,0,0,0,0,2020-02-12,0,0,1.05470088898428,1
"6964","275","MT- GREAT FALLS",152681,0,0,0,0,2020-02-12,0,0,1.04890220070963,1
"6965","370","SD- RAPID CITY",217734,0,0,0,0,2020-02-12,0,0,1.02347156532872,Inf
"6966","324","ND- MINOT",125908,0,0,0,0,2020-02-12,0,0,1.05943522344039,1
"6967","282","NH- MANCHESTER",894248,0,0,0,0,2020-02-12,0,0,1.09789586344048,1.31696400318072
"6968","283","NJ- CAMDEN",2827593,0,0,0,0,2020-02-12,0,0,1.16150977241615,1.23099597864416
"6969","284","NJ- HACKENSACK",1278413,0,0,0,0,2020-02-12,0,0,1.1260951668917,1.28060737611135
"6970","291","NJ- PATERSON",393185,0,0,0,0,2020-02-12,0,0,1.17537123838859,1.2846889030135
"6971","292","NJ- RIDGEWOOD",463288,0,0,0,0,2020-02-12,0,0,1.10974733983699,1.29328392112516
"6972","285","NJ- MORRISTOWN",1028075,0,0,0,0,2020-02-12,0,0,1.16751873334348,1.32219244644438
"6973","288","NJ- NEW BRUNSWICK",1044234,0,0,0,0,2020-02-12,0,0,1.19887763345337,1.29767447326116
"6974","346","PA- ALLENTOWN",1233349,0,0,0,0,2020-02-12,0,0,1.18929788722184,1.24193194904426
"6975","400","TX- LUBBOCK",707296,0,0,0,0,2020-02-12,0,0,1.13487585793466,1.27532938963276
"6976","393","TX- EL PASO",1113258,0,0,0,0,2020-02-12,0,0,1.27894191700324,Inf
"6977","299","NY- BUFFALO",1378870,0,0,0,0,2020-02-12,0,0,1.11510877771014,1.21031928443064
"6978","304","NY- ROCHESTER",1303270,0,0,0,0,2020-02-12,0,0,1.08796730705274,1.17608492010707
"6979","296","NY- BINGHAMTON",364639,0,0,0,0,2020-02-12,0,0,1.17509312063793,1.07812052288112
"6980","307","NY- SYRACUSE",1069422,0,0,0,0,2020-02-12,0,0,1.06196036967419,1.17400326436257
"6981","351","PA- ERIE",722463,0,0,0,0,2020-02-12,0,0,1.18004931433402,1.21295913834494
"6982","300","NY- ELMIRA",331145,0,0,0,0,2020-02-12,0,0,1.21217109750868,1.09031118383466
"6983","359","PA- SAYRE",197463,0,0,0,0,2020-02-12,0,0,1.2076081508946,1.43251077034202
"6984","424","VT- BURLINGTON",646114,0,0,0,0,2020-02-12,0,0,1.10432103624093,1.3242623463961
"6985","360","PA- SCRANTON",317755,0,0,0,0,2020-02-12,0,0,1.24948189975288,1.5139696812464
"6986","312","NC- DURHAM",1366694,0,0,0,0,2020-02-12,0,0,1.17600428320898,1.66736951933948
"6987","313","NC- GREENSBORO",627219,0,0,0,0,2020-02-12,0,0,1.11243892194112,1.19609141788807
"6988","315","NC- HICKORY",298883,0,0,0,0,2020-02-12,0,0,1.20553567445567,1.09243086609394
"6989","320","NC- WINSTON-SALEM",1137103,0,0,0,0,2020-02-12,0,0,1.12000715495097,1.25693953569644
"6990","311","NC- CHARLOTTE",2459473,0,0,0,0,2020-02-12,0,0,1.10440687402838,1.41938592378251
"6991","375","TN- JOHNSON CITY",277165,0,0,0,0,2020-02-12,0,0,1.07566424921551,1
"6992","309","NC- ASHEVILLE",660204,0,0,0,0,2020-02-12,0,0,1.13110626140445,1.18205446120272
"6993","314","NC- GREENVILLE",856416,0,0,0,0,2020-02-12,0,0,1.15720015136803,1.39730264650152
"6994","318","NC- RALEIGH",2032974,0,0,0,0,2020-02-12,0,0,1.12753972127029,1.7683554485475
"6995","319","NC- WILMINGTON",449671,0,0,0,0,2020-02-12,0,0,1.10232750859102,1.27360679464523
"6996","365","SC- CHARLESTON",1039763,0,0,0,0,2020-02-12,0,0,1.08138843913914,1.14666555557004
"6997","430","VA- NORFOLK",1289789,0,0,0,0,2020-02-12,0,0,1.14680897222751,1.03571428571429
"6998","367","SC- FLORENCE",379572,0,0,0,0,2020-02-12,0,0,1.2010176459109,1.0423856642883
"6999","369","SC- SPARTANBURG",374810,0,0,0,0,2020-02-12,0,0,1.22019311207899,27.7576496503709
"7000","321","ND- BISMARCK",211242,0,0,0,0,2020-02-12,0,0,1.07209669557454,1.42857142857143
"7001","330","OH- DAYTON",1077638,0,0,0,0,2020-02-12,0,0,1.1551932367695,1.21932266461095
"7002","326","OH- CANTON",640670,0,0,0,0,2020-02-12,0,0,1.09945920282135,1.37309256857822
"7003","328","OH- CLEVELAND",2068625,0,0,0,0,2020-02-12,0,0,1.05619646778657,1.13285488239309
"7004","335","OH- YOUNGSTOWN",642648,0,0,0,0,2020-02-12,0,0,1.14012097838662,1.14377060449494
"7005","357","PA- PITTSBURGH",2904771,0,0,0,0,2020-02-12,0,0,1.1141641659947,1.59921844373015
"7006","332","OH- KETTERING",432928,0,0,0,0,2020-02-12,0,0,1.21917707114178,1.09273129582508
"7007","331","OH- ELYRIA",253587,0,0,0,0,2020-02-12,0,0,1.08282242633967,1.19956788028001
"7008","325","OH- AKRON",703381,0,0,0,0,2020-02-12,0,0,1.07960186854105,1.26348470073225
"7009","339","OK- OKLAHOMA CITY",1878346,0,0,0,0,2020-02-12,0,0,1.11606736094818,1.16621481374498
"7010","391","TX- DALLAS",4819192,0,0,0,0,2020-02-12,0,0,1.0993789233797,1.09232374217115
"7011","336","OK- LAWTON",203937,0,0,0,0,2020-02-12,0,0,1.07432350669528,1
"7012","420","TX- WICHITA FALLS",202790,0,0,0,0,2020-02-12,0,0,1.04161336274219,NA
"7013","342","OR- EUGENE",731523,0,0,0,0,2020-02-12,0,0,1.05513019192779,1.10850202764929
"7014","345","OR- SALEM",319400,0,0,0,0,2020-02-12,0,0,1.05569811042695,1.13694282437351
"7015","344","OR- PORTLAND",2688073,0,0,0,0,2020-02-12,0,0,1.08275784820606,1.15653917005634
"7016","341","OR- BEND",221484,0,0,0,0,2020-02-12,0,0,1.05725317357193,1.14063561494702
"7017","347","PA- ALTOONA",302529,0,0,0,0,2020-02-12,0,0,1.10672887828074,Inf
"7018","355","PA- LANCASTER",678147,0,0,0,0,2020-02-12,0,0,1.23482946074058,1.46202802930975
"7019","358","PA- READING",596839,0,0,0,0,2020-02-12,0,0,1.29625191323079,2.16814044799218
"7020","354","PA- JOHNSTOWN",220260,0,0,0,0,2020-02-12,0,0,1.26185231998235,96.1435296301471
"7021","362","PA- WILKES-BARRE",249132,0,0,0,0,2020-02-12,0,0,1.24535140534093,1.27539826698012
"7022","350","PA- DANVILLE",579193,0,0,0,0,2020-02-12,0,0,1.25908077772439,1.29876717566749
"7023","366","SC- COLUMBIA",1241913,0,0,0,0,2020-02-12,0,0,1.12787486406912,1.17100791546295
"7024","368","SC- GREENVILLE",907674,0,0,0,0,2020-02-12,0,0,1.10662711674255,1.20510296760131
"7025","374","TN- JACKSON",333926,0,0,0,0,2020-02-12,0,0,1.21996989544105,NA
"7026","416","TX- TYLER",561485,0,0,0,0,2020-02-12,0,0,1.13580762432102,1.08584790780646
"7027","397","TX- HOUSTON",6463120,0,0,0,0,2020-02-12,0,0,1.22735911108544,1.31818181818182
"7028","390","TX- CORPUS CHRISTI",564150,0,0,0,0,2020-02-12,0,0,1.11668746636861,NA
"7029","412","TX- SAN ANTONIO",2714969,3.6832833082072e-07,0,0.036832833082072,0,2020-02-12,1,0,1.15339072060377,1.15126050420168
"7030","385","TX- AUSTIN",1738310,0,0,0,0,2020-02-12,0,0,1.11295686422046,1.28059143561856
"7031","413","TX- TEMPLE",499914,0,0,0,0,2020-02-12,0,0,1.12960004083898,1.30164593821569
"7032","418","TX- WACO",341324,0,0,0,0,2020-02-12,0,0,1.07885567886138,1.28312533738785
"7033","394","TX- FORT WORTH",2198658,0,0,0,0,2020-02-12,0,0,1.12055301304557,1.22763101359511
"7034","388","TX- BRYAN",272470,0,0,0,0,2020-02-12,0,0,1.09633619769465,1.17857142857143
"7035","406","TX- ODESSA",351062,0,0,0,0,2020-02-12,0,0,1.15017529759259,1.14285714285714
"7036","382","TX- ABILENE",295982,0,0,0,0,2020-02-12,0,0,1.23658216853504,2707.42857142857
"7037","417","TX- VICTORIA",148174,0,0,0,0,2020-02-12,0,0,1.20168614139857,NA
"7038","396","TX- HARLINGEN",591312,0,0,0,0,2020-02-12,0,0,1.19781762726406,Inf
"7039","399","TX- LONGVIEW",215161,0,0,0,0,2020-02-12,0,0,1.34727853059268,1.28275915564385
"7040","386","TX- BEAUMONT",464919,0,0,0,0,2020-02-12,0,0,1.24643188620017,1.23809523809524
"7041","411","TX- SAN ANGELO",159476,0,0,0,0,2020-02-12,0,0,1.35863711319312,Inf
"7042","402","TX- MCALLEN",672773,0,0,0,0,2020-02-12,0,0,1.11640777026082,Inf
"7043","422","UT- PROVO",599239,0,0,0,0,2020-02-12,0,0,1.10601946793916,1.85714285714286
"7044","421","UT- OGDEN",485077,0,0,0,0,2020-02-12,0,0,1.05365549559845,1
"7045","427","VA- CHARLOTTESVILLE",580368,0,0,0,0,2020-02-12,0,0,1.17419876043789,Inf
"7046","432","VA- ROANOKE",718474,0,0,0,0,2020-02-12,0,0,1.23630067481569,NA
"7047","431","VA- RICHMOND",1734485,0,0,0,0,2020-02-12,0,0,1.21123222513017,1.15079365079365
"7048","428","VA- LYNCHBURG",256375,0,0,0,0,2020-02-12,0,0,1.29362060852175,NA
"7049","426","VA- ARLINGTON",2297586,0,0,0,0,2020-02-12,0,0,1.18303403455226,1.21428571428571
"7050","429","VA- NEWPORT NEWS",563031,0,0,0,0,2020-02-12,0,0,1.08207805926895,1.05714285714286
"7051","435","VA- WINCHESTER",435762,0,0,0,0,2020-02-12,0,0,1.21309162441427,NA
"7052","442","WA- YAKIMA",298517,0,0,0,0,2020-02-12,0,0,1.07863143741695,1.23061075315167
"7053","439","WA- SEATTLE",2812672,1.27212857561981e-07,0,0.0127212857561981,0,2020-02-12,0.357808042504574,0,1.06217732330135,1.07749463238036
"7054","438","WA- OLYMPIA",387412,0,0,0,0,2020-02-12,0,0,1.06078822111717,Inf
"7055","437","WA- EVERETT",672161,9.5541389264689e-07,0,0.095541389264689,0,2020-02-12,0.642191957495426,0,1.03325104252127,1.08388433898953
"7056","441","WA- TACOMA",802054,0,0,0,0,2020-02-12,0,0,1.07516004764092,1.24340333783044
"7057","450","WI- MARSHFIELD",379798,0,0,0,0,2020-02-12,0,0,1.08104054968546,1
"7058","446","WI- APPLETON",328675,0,0,0,0,2020-02-12,0,0,1.09338851352073,1.07169956537844
"7059","452","WI- NEENAH",238971,0,0,0,0,2020-02-12,0,0,1.07085943507653,1.39042576171439
"7060","457","WY- CASPER",192915,0,0,0,0,2020-02-12,0,0,1.05029791987858,NA
"7061","Hospital referral regions (2016)","Hospital referral regions 2016",NA,NA,NA,NA,NA,2020-02-12,NA,NA,NA,NA
"7062","268","MO- KANSAS CITY",2481936,0,0,0,0,2020-02-13,0,0,1.10725799163847,1.21080975238244
"7063","297","NY- BRONX",1398749,0,0,0,0,2020-02-13,0,0,1.08523059493817,1.3019303272484
"7064","301","NY- EAST LONG ISLAND",4728414,0,0,0,0,2020-02-13,0,0,1.10534512373017,1.41518249975424
"7065","303","NY- NEW YORK",4981418,0,0,0,0,2020-02-13,0,0,1.08834899044328,1.29266685954326
"7066","308","NY- WHITE PLAINS",1135283,0,0,0,0,2020-02-13,0,0,1.07435943373227,1.64900483034406
"7067","289","NJ- NEWARK",1534797,0,0,0,0,2020-02-13,0,0,1.17129222773194,1.29097667428866
"7068","001","AL- BIRMINGHAM",2276677,0,0,0,0,2020-02-13,0,0,1.11387034804387,1.14564826862096
"7069","007","AL- MONTGOMERY",473121,0,0,0,0,2020-02-13,0,0,1.09710249020138,1.53141975626103
"7070","006","AL- MOBILE",826053,0,0,0,0,2020-02-13,0,0,1.25309969865573,1.19812765926279
"7071","134","FL- PENSACOLA",764431,0,0,0,0,2020-02-13,0,0,1.11771704416426,1.18799693247262
"7072","002","AL- DOTHAN",375802,0,0,0,0,2020-02-13,0,0,1.15663325703757,1.42857142857143
