"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k","date","hrrcases","hrrdeaths","casegrowthrate","deathgrowthrate"
"14231","263","MO- CAPE GIRARDEAU",264707,0,0,0,0,2020-03-07,0,0,1.11853464650265,Inf
"14232","171","IL- ROCKFORD",735905,0,0,0,0,2020-03-07,0,0,1.24971677654098,1.40831405014279
"14233","449","WI- MADISON",1093305,9.14657849364999e-07,0,0.0914657849364999,0,2020-03-07,1,0,1.05639212904691,1.21589943050469
"14234","170","IL- PEORIA",615743,0,0,0,0,2020-03-07,0,0,1.18660260057197,1.56729221096102
"14235","191","IA- DAVENPORT",492280,0,0,0,0,2020-03-07,0,0,1.30516053534907,2.05891073784294
"14236","173","IL- URBANA",450688,0,0,0,0,2020-03-07,0,0,1.10749957320188,1.51863428150983
"14237","188","IN- TERRE HAUTE",183701,0,0,0,0,2020-03-07,0,0,1.37108186278131,1.01317271116577
"14238","186","IN- MUNSTER",313527,2.84149492010188e-07,0,0.0284149492010188,0,2020-03-07,0.0890885377814782,0,1.16633203166294,1.30102660654248
"14239","163","IL- HINSDALE",475308,1.28744800551287e-08,0,0.00128744800551287,0,2020-03-07,0.00611934336604311,0,1.16143816257612,1.32671885156035
"14240","166","IL- MELROSE PARK",1336480,6.12387104356687e-07,0,0.0612387104356687,0,2020-03-07,0.818443117230626,0,1.13525891748457,1.24813690569879
"14241","156","IL- CHICAGO",2586419,1.15502894791301e-06,0,0.115502894791301,0,2020-03-07,2.98738881643221,0,1.13239610690561,1.26038500506586
"14242","155","IL- BLUE ISLAND",852099,1.10040866147193e-06,0,0.110040866147193,0,2020-03-07,0.937657120031571,0,1.13403467038614,1.26931009138019
"14243","158","IL- ELGIN",801491,2.84621639294343e-07,0,0.0284621639294343,0,2020-03-07,0.228121682299663,0,1.13762308213416,1.20912130402449
"14244","164","IL- JOLIET",714644,3.64702260281441e-08,0,0.00364702260281441,0,2020-03-07,0.026063228209657,0,1.19255844909932,1.49409247828597
"14245","161","IL- EVANSTON",912358,9.94256809989885e-07,0,0.0994256809989884,0,2020-03-07,0.907118154648751,0,1.13378280035436,1.25441720965537
"14246","179","IN- EVANSVILLE",682402,0,0,0,0,2020-03-07,0,0,1.20923780424829,49.7532233109851
"14247","154","IL- AURORA",343756,0,0,0,0,2020-03-07,0,0,1.15784009382292,1.14537418792552
"14248","175","IL- BLOOMINGTON",205021,0,0,0,0,2020-03-07,0,0,1.16601253936656,1
"14249","194","IA- IOWA CITY",345868,0,0,0,0,2020-03-07,0,0,1.19685725784024,1.13480279263606
"14250","193","IA- DUBUQUE",157341,0,0,0,0,2020-03-07,0,0,1.08301073080567,1.07664817997188
"14251","208","KY- PADUCAH",370644,0,0,0,0,2020-03-07,0,0,1.4000559081072,1.68070955026487
"14252","451","WI- MILWAUKEE",2711686,0,0,0,0,2020-03-07,0,0,1.10474819194907,1.23144050230502
"14253","264","MO- COLUMBIA",707702,0,0,0,0,2020-03-07,0,0,1.04488881166737,1.04846083276156
"14254","180","IN- FORT WAYNE",866605,0,0,0,0,2020-03-07,0,0,1.17474984917108,1.55458347881088
"14255","183","IN- INDIANAPOLIS",2852404,3.50581474433495e-07,0,0.0350581474433495,0,2020-03-07,1,0,1.13625340534772,1.30463713384245
"14256","184","IN- LAFAYETTE",242737,0,0,0,0,2020-03-07,0,0,1.08484034605158,1.02823462812485
"14257","185","IN- MUNCIE",168738,0,0,0,0,2020-03-07,0,0,1.13489613470062,1.0307990817485
"14258","205","KY- LOUISVILLE",1761589,0,0,0,0,2020-03-07,0,0,1.16040923514674,1.35758984847978
"14259","327","OH- CINCINNATI",1674091,0,0,0,0,2020-03-07,0,0,1.16403266985685,1.21300586906635
"14260","187","IN- SOUTH BEND",696079,0,0,0,0,2020-03-07,0,0,1.16966227176378,1.07681558088559
"14261","181","IN- GARY",529009,0,0,0,0,2020-03-07,0,0,1.17854611487212,1.29569235976937
"14262","207","KY- OWENSBORO",145260,0,0,0,0,2020-03-07,0,0,1.1520958870256,1.06159599502376
"14263","238","MI- KALAMAZOO",669114,0,0,0,0,2020-03-07,0,0,1.1735923418312,1.3429038124175
"14264","192","IA- DES MOINES",1091747,0,0,0,0,2020-03-07,0,0,1.08437545169935,1.45743424416021
"14265","278","NE- OMAHA",1302233,1.07507642641524e-05,0,1.07507642641524,0,2020-03-07,14,0,1.13721858000457,1.36193372537191
"14266","448","WI- LA CROSSE",356614,0,0,0,0,2020-03-07,0,0,1.08282026299514,1.30037053458094
"14267","190","IA- CEDAR RAPIDS",301530,0,0,0,0,2020-03-07,0,0,1.13092720067191,1.32351297244534
"14268","197","IA- WATERLOO",213653,0,0,0,0,2020-03-07,0,0,1.32237366839781,Inf
"14269","196","IA- SIOUX CITY",263271,0,0,0,0,2020-03-07,0,0,1.09748320242643,NA
"14270","371","SD- SIOUX FALLS",773673,0,0,0,0,2020-03-07,0,0,1.27571994336932,1.28349405802285
"14271","195","IA- MASON CITY",132160,0,0,0,0,2020-03-07,0,0,1.05896756608875,NA
"14272","253","MN- ROCHESTER",416752,0,0,0,0,2020-03-07,0,0,1.09718311166783,1.06009284398574
"14273","251","MN- MINNEAPOLIS",3233450,2.82307244735722e-08,0,0.00282307244735722,0,2020-03-07,0.091282636049072,0,1.08952308978742,1.2601842667101
"14274","200","KS- TOPEKA",457565,0,0,0,0,2020-03-07,0,0,1.14757174031247,1.04761904761905
"14275","340","OK- TULSA",1369583,7.30149249808153e-07,0,0.0730149249808153,0,2020-03-07,1,0,1.1175511239306,1.22497147282951
"14276","277","NE- LINCOLN",580765,0,0,0,0,2020-03-07,0,0,1.37652775184661,1.1342974719465
"14277","383","TX- AMARILLO",444214,0,0,0,0,2020-03-07,0,0,1.33043924537445,1.57268667824361
"14278","380","TN- NASHVILLE",2782462,3.59393946799633e-07,0,0.0359393946799633,0,2020-03-07,1,0,1.08144440343933,1.2214241506367
"14279","204","KY- LEXINGTON",1514499,6.60284358061643e-07,0,0.0660284358061643,0,2020-03-07,1,0,1.08655356797143,1.00081138274106
"14280","377","TN- KNOXVILLE",1379484,0,0,0,0,2020-03-07,0,0,1.09072533225997,1.476703556027
"14281","203","KY- COVINGTON",416762,0,0,0,0,2020-03-07,0,0,1.42799238724806,1.32143182980005
"14282","444","WV- HUNTINGTON",356456,0,0,0,0,2020-03-07,0,0,1.47787797293814,1.14118482931285
"14283","329","OH- COLUMBUS",3018306,0,0,0,0,2020-03-07,0,0,1.12529757004191,1.17298350998658
"14284","376","TN- KINGSPORT",479601,0,0,0,0,2020-03-07,0,0,1.2687197298178,1
"14285","443","WV- CHARLESTON",839828,0,0,0,0,2020-03-07,0,0,1.1551794600278,1.02927472106767
"14286","213","LA- LAFAYETTE",614128,0,0,0,0,2020-03-07,0,0,1.06253008624002,1.28090742311594
"14287","209","LA- ALEXANDRIA",287731,0,0,0,0,2020-03-07,0,0,1.13264539865831,1.02184302381187
"14288","214","LA- LAKE CHARLES",283234,0,0,0,0,2020-03-07,0,0,1.13543774770883,1.42752056276313
"14289","210","LA- BATON ROUGE",947505,0,0,0,0,2020-03-07,0,0,1.23930831150251,1.25900253320255
"14290","212","LA- HOUMA",271510,0,0,0,0,2020-03-07,0,0,1.18408866252276,1.51007807361449
"14291","217","LA- MONROE",271497,0,0,0,0,2020-03-07,0,0,1.29993408599554,2.30204993565817
"14292","259","MS- JACKSON",1075145,0,0,0,0,2020-03-07,0,0,1.12867446630582,1.30129289289532
"14293","216","LA- METAIRIE",458580,0,0,0,0,2020-03-07,0,0,1.12340017868748,1.15918687644352
"14294","218","LA- NEW ORLEANS",657841,0,0,0,0,2020-03-07,0,0,1.09328943090805,1.09057670178722
"14295","220","LA- SLIDELL",192108,0,0,0,0,2020-03-07,0,0,1.11991129408707,1.37728222902543
"14296","222","ME- PORTLAND",1070795,9.86323968790058e-09,0,0.000986323968790058,0,2020-03-07,0.0105615077416055,0,1.05058285616592,1.10556093946314
"14297","221","ME- BANGOR",400665,0,0,0,0,2020-03-07,0,0,1.15091426742453,30.3858212305324
"14298","281","NH- LEBANON",396748,5.34081957249644e-06,0,0.534081957249644,0,2020-03-07,2.11895948374882,0,1.0648469151661,1.27685670382104
"14299","223","MD- BALTIMORE",2523788,0,0,0,0,2020-03-07,0,0,1.17792609367197,1.48920305912334
"14300","363","PA- YORK",440053,0,0,0,0,2020-03-07,0,0,1.24708976072778,1.35950323520413
"14301","352","PA- HARRISBURG",1027704,0,0,0,0,2020-03-07,0,0,1.27260187918606,1.10375652342266
"14302","445","WV- MORGANTOWN",404313,0,0,0,0,2020-03-07,0,0,1.13736424798525,1.41575877405196
"14303","227","MA- BOSTON",4826221,2.4579969831833e-06,0,0.24579969831833,0,2020-03-07,11.8628366581759,0,1.1527480455102,1.32865304016916
"14304","295","NY- ALBANY",1842850,1.90889877422253e-06,0,0.190889877422253,0,2020-03-07,3.51781410607599,0,1.11837825062852,1.20395859764842
"14305","231","MA- WORCESTER",808287,2.60633572927909e-07,0,0.0260633572927909,0,2020-03-07,0.210666728761181,0,1.14657425141892,1.23045250652443
"14306","246","MI- SAGINAW",627549,0,0,0,0,2020-03-07,0,0,1.21562270158615,1.91342046270828
"14307","240","MI- MARQUETTE",200023,0,0,0,0,2020-03-07,0,0,1.19556892166115,Inf
"14308","236","MI- GRAND RAPIDS",1187416,0,0,0,0,2020-03-07,0,0,1.11814835028968,1.51910275948557
"14309","248","MI- ST JOSEPH",142156,0,0,0,0,2020-03-07,0,0,1.09931387821322,1.09163673811652
"14310","243","MI- PETOSKEY",175199,0,0,0,0,2020-03-07,0,0,1.11281033457439,1.26717183451282
"14311","249","MI- TRAVERSE CITY",233228,0,0,0,0,2020-03-07,0,0,1.14421210412004,1.15430274079504
"14312","239","MI- LANSING",710382,0,0,0,0,2020-03-07,0,0,1.10065336218284,1.1847075601517
"14313","447","WI- GREEN BAY",510635,0,0,0,0,2020-03-07,0,0,1.22678335217769,1.14237279476946
"14314","235","MI- FLINT",568542,0,0,0,0,2020-03-07,0,0,1.14726122343163,1.56673174583248
"14315","456","WI- WAUSAU",189284,0,0,0,0,2020-03-07,0,0,1.0632455880099,1
"14316","250","MN- DULUTH",341216,0,0,0,0,2020-03-07,0,0,1.16785548295914,1.30893678315635
"14317","232","MI- ANN ARBOR",1401260,0,0,0,0,2020-03-07,0,0,1.09632468584352,1.21190764197557
"14318","242","MI- MUSKEGON",270058,0,0,0,0,2020-03-07,0,0,1.11709834317999,1.21860178693636
"14319","244","MI- PONTIAC",470635,0,0,0,0,2020-03-07,0,0,1.11087993830718,1.15341990608292
"14320","334","OH- TOLEDO",1000493,0,0,0,0,2020-03-07,0,0,1.13025051884198,1.71817140184615
"14321","234","MI- DETROIT",1738617,0,0,0,0,2020-03-07,0,0,1.11492315887421,1.26646638776055
"14322","245","MI- ROYAL OAK",679720,0,0,0,0,2020-03-07,0,0,1.11298312177247,1.16589744985933
"14323","233","MI- DEARBORN",517284,0,0,0,0,2020-03-07,0,0,1.10413864821308,1.24748884263727
"14324","256","MN- ST PAUL",1080676,8.40878638880597e-07,0,0.0840878638880597,0,2020-03-07,0.908717363950928,0,1.08001389328384,1.29228548423237
"14325","322","ND- FARGO MOORHEAD -MN",533993,0,0,0,0,2020-03-07,0,0,1.14197197532809,1.14285714285714
"14326","323","ND- GRAND FORKS",164613,0,0,0,0,2020-03-07,0,0,1.17361032695812,NA
"14327","254","MN- ST CLOUD",260897,0,0,0,0,2020-03-07,0,0,1.05814660179744,NA
"14328","261","MS- OXFORD",149639,0,0,0,0,2020-03-07,0,0,1.10947924313459,1
"14329","258","MS- HATTIESBURG",306018,0,0,0,0,2020-03-07,0,0,1.2266993231572,1.57425665503244
"14330","257","MS- GULFPORT",201377,0,0,0,0,2020-03-07,0,0,1.06479289992583,1.45043712051303
"14331","274","MT- BILLINGS",585373,0,0,0,0,2020-03-07,0,0,1.05470088898428,1
"14332","275","MT- GREAT FALLS",152681,0,0,0,0,2020-03-07,0,0,1.04890220070963,1
"14333","370","SD- RAPID CITY",217734,0,0,0,0,2020-03-07,0,0,1.02347156532872,Inf
"14334","324","ND- MINOT",125908,0,0,0,0,2020-03-07,0,0,1.05943522344039,1
"14335","282","NH- MANCHESTER",894248,1.92570129001939e-06,0,0.192570129001939,0,2020-03-07,1.72205452719726,0,1.09789586344048,1.31696400318072
"14336","283","NJ- CAMDEN",2827593,3.53650801850064e-07,0,0.0353650801850064,0,2020-03-07,0.999980531755627,0,1.16150977241615,1.23099597864416
"14337","284","NJ- HACKENSACK",1278413,2.64858371098139e-06,0,0.264858371098139,0,2020-03-07,3.38598384770685,0,1.1260951668917,1.28060737611135
"14338","292","NJ- RIDGEWOOD",463288,3.23558973889036e-06,0,0.323558973889036,0,2020-03-07,1.49900989895104,0,1.10974733983699,1.29328392112516
"14339","291","NJ- PATERSON",393185,1.63564464124134e-07,0,0.0163564464124134,0,2020-03-07,0.0643110938266476,0,1.17537123838859,1.2846889030135
"14340","285","NJ- MORRISTOWN",1028075,0,0,0,0,2020-03-07,0,0,1.16751873334348,1.32219244644438
"14341","346","PA- ALLENTOWN",1233349,1.48407975857204e-07,0,0.0148407975857204,0,2020-03-07,0.183038828615507,0,1.18929788722184,1.24193194904426
"14342","288","NJ- NEW BRUNSWICK",1044234,0,0,0,0,2020-03-07,0,0,1.19887763345337,1.29767447326116
"14343","400","TX- LUBBOCK",707296,0,0,0,0,2020-03-07,0,0,1.13487585793466,1.27532938963276
"14344","393","TX- EL PASO",1113258,0,0,0,0,2020-03-07,0,0,1.27894191700324,Inf
"14345","299","NY- BUFFALO",1378870,0,0,0,0,2020-03-07,0,0,1.11510877771014,1.21031928443064
"14346","304","NY- ROCHESTER",1303270,0,0,0,0,2020-03-07,0,0,1.08796730705274,1.17608492010707
"14347","296","NY- BINGHAMTON",364639,1.5990894528801e-08,0,0.0015990894528801,0,2020-03-07,0.00583090379008746,0,1.17509312063793,1.07812052288112
"14348","307","NY- SYRACUSE",1069422,0,0,0,0,2020-03-07,0,0,1.06196036967419,1.17400326436257
"14349","351","PA- ERIE",722463,0,0,0,0,2020-03-07,0,0,1.18004931433402,1.21295913834494
"14350","300","NY- ELMIRA",331145,0,0,0,0,2020-03-07,0,0,1.21217109750868,1.09031118383466
"14351","359","PA- SAYRE",197463,0,0,0,0,2020-03-07,0,0,1.2076081508946,1.43251077034202
"14352","424","VT- BURLINGTON",646114,2.3220928510088e-08,0,0.0023220928510088,0,2020-03-07,0.015003367003367,0,1.10432103624093,1.3242623463961
"14353","360","PA- SCRANTON",317755,3.12872841091379e-06,0,0.312872841091379,0,2020-03-07,0.994169096209913,0,1.24948189975288,1.5139696812464
"14354","312","NC- DURHAM",1366694,4.04680609601114e-07,0,0.0404680609601114,0,2020-03-07,0.553074561058184,0,1.17600428320898,1.66736951933948
"14355","313","NC- GREENSBORO",627219,5.53330314723152e-07,0,0.0553330314723152,0,2020-03-07,0.347059286670341,0,1.11243892194112,1.19609141788807
"14356","315","NC- HICKORY",298883,0,0,0,0,2020-03-07,0,0,1.20553567445567,1.09243086609394
"14357","320","NC- WINSTON-SALEM",1137103,0,0,0,0,2020-03-07,0,0,1.12000715495097,1.25693953569644
"14358","311","NC- CHARLOTTE",2459473,1.80371821500478e-08,0,0.00180371821500478,0,2020-03-07,0.0443619624941245,0,1.10440687402838,1.41938592378251
"14359","375","TN- JOHNSON CITY",277165,0,0,0,0,2020-03-07,0,0,1.07566424921551,1
"14360","309","NC- ASHEVILLE",660204,0,0,0,0,2020-03-07,0,0,1.13110626140445,1.18205446120272
"14361","314","NC- GREENVILLE",856416,0,0,0,0,2020-03-07,0,0,1.15720015136803,1.39730264650152
"14362","318","NC- RALEIGH",2032974,5.41013388401167e-07,0,0.0541013388401167,0,2020-03-07,1.09986615227147,0,1.12753972127029,1.7683554485475
"14363","319","NC- WILMINGTON",449671,0,0,0,0,2020-03-07,0,0,1.10232750859102,1.27360679464523
"14364","365","SC- CHARLESTON",1039763,9.61757631306365e-07,0,0.0961757631306365,0,2020-03-07,1,0,1.08138843913914,1.14666555557004
"14365","430","VA- NORFOLK",1289789,0,0,0,0,2020-03-07,0,0,1.14680897222751,1.03571428571429
"14366","367","SC- FLORENCE",379572,0,0,0,0,2020-03-07,0,0,1.2010176459109,1.0423856642883
"14367","369","SC- SPARTANBURG",374810,0,0,0,0,2020-03-07,0,0,1.22019311207899,27.7576496503709
"14368","321","ND- BISMARCK",211242,0,0,0,0,2020-03-07,0,0,1.07209669557454,1.42857142857143
"14369","330","OH- DAYTON",1077638,0,0,0,0,2020-03-07,0,0,1.1551932367695,1.21932266461095
"14370","326","OH- CANTON",640670,0,0,0,0,2020-03-07,0,0,1.09945920282135,1.37309256857822
"14371","328","OH- CLEVELAND",2068625,0,0,0,0,2020-03-07,0,0,1.05619646778657,1.13285488239309
"14372","335","OH- YOUNGSTOWN",642648,0,0,0,0,2020-03-07,0,0,1.14012097838662,1.14377060449494
"14373","357","PA- PITTSBURGH",2904771,0,0,0,0,2020-03-07,0,0,1.1141641659947,1.59921844373015
"14374","332","OH- KETTERING",432928,0,0,0,0,2020-03-07,0,0,1.21917707114178,1.09273129582508
"14375","331","OH- ELYRIA",253587,0,0,0,0,2020-03-07,0,0,1.08282242633967,1.19956788028001
"14376","325","OH- AKRON",703381,0,0,0,0,2020-03-07,0,0,1.07960186854105,1.26348470073225
"14377","339","OK- OKLAHOMA CITY",1878346,0,0,0,0,2020-03-07,0,0,1.11606736094818,1.16621481374498
"14378","391","TX- DALLAS",4819192,0,0,0,0,2020-03-07,0,0,1.0993789233797,1.09232374217115
"14379","336","OK- LAWTON",203937,0,0,0,0,2020-03-07,0,0,1.07432350669528,1
"14380","420","TX- WICHITA FALLS",202790,0,0,0,0,2020-03-07,0,0,1.04161336274219,NA
"14381","342","OR- EUGENE",731523,0,0,0,0,2020-03-07,0,0,1.05513019192779,1.10850202764929
"14382","345","OR- SALEM",319400,0,0,0,0,2020-03-07,0,0,1.05569811042695,1.13694282437351
"14383","344","OR- PORTLAND",2688073,1.48805482589201e-06,0,0.148805482589201,0,2020-03-07,4,0,1.08275784820606,1.15653917005634
"14384","341","OR- BEND",221484,2.06637035759155e-07,0,0.0206637035759155,0,2020-03-07,0.0457667972280807,0,1.05725317357193,1.14063561494702
"14385","347","PA- ALTOONA",302529,0,0,0,0,2020-03-07,0,0,1.10672887828074,Inf
"14386","355","PA- LANCASTER",678147,0,0,0,0,2020-03-07,0,0,1.23482946074058,1.46202802930975
"14387","358","PA- READING",596839,2.61677937076381e-07,0,0.0261677937076381,0,2020-03-07,0.15617959828673,0,1.29625191323079,2.16814044799218
"14388","354","PA- JOHNSTOWN",220260,0,0,0,0,2020-03-07,0,0,1.26185231998235,96.1435296301471
"14389","362","PA- WILKES-BARRE",249132,0,0,0,0,2020-03-07,0,0,1.24535140534093,1.27539826698012
"14390","350","PA- DANVILLE",579193,0,0,0,0,2020-03-07,0,0,1.25908077772439,1.29876717566749
"14391","366","SC- COLUMBIA",1241913,7.69488714190024e-07,0,0.0769488714190024,0,2020-03-07,0.955638037505876,0,1.12787486406912,1.17100791546295
"14392","368","SC- GREENVILLE",907674,0,0,0,0,2020-03-07,0,0,1.10662711674255,1.20510296760131
"14393","374","TN- JACKSON",333926,0,0,0,0,2020-03-07,0,0,1.21996989544105,NA
"14394","416","TX- TYLER",561485,0,0,0,0,2020-03-07,0,0,1.13580762432102,1.08584790780646
"14395","397","TX- HOUSTON",6463120,1.23779227370063e-06,0,0.123779227370063,0,2020-03-07,8,0,1.22735911108544,1.31818181818182
"14396","390","TX- CORPUS CHRISTI",564150,0,0,0,0,2020-03-07,0,0,1.11668746636861,NA
"14397","412","TX- SAN ANTONIO",2714969,4.05161163902792e-06,0,0.405161163902792,0,2020-03-07,11,0,1.15339072060377,1.15126050420168
"14398","385","TX- AUSTIN",1738310,0,0,0,0,2020-03-07,0,0,1.11295686422046,1.28059143561856
"14399","413","TX- TEMPLE",499914,0,0,0,0,2020-03-07,0,0,1.12960004083898,1.30164593821569
"14400","418","TX- WACO",341324,0,0,0,0,2020-03-07,0,0,1.07885567886138,1.28312533738785
"14401","394","TX- FORT WORTH",2198658,0,0,0,0,2020-03-07,0,0,1.12055301304557,1.22763101359511
"14402","388","TX- BRYAN",272470,0,0,0,0,2020-03-07,0,0,1.09633619769465,1.17857142857143
"14403","406","TX- ODESSA",351062,0,0,0,0,2020-03-07,0,0,1.15017529759259,1.14285714285714
"14404","382","TX- ABILENE",295982,0,0,0,0,2020-03-07,0,0,1.23658216853504,2707.42857142857
"14405","417","TX- VICTORIA",148174,0,0,0,0,2020-03-07,0,0,1.20168614139857,NA
"14406","396","TX- HARLINGEN",591312,0,0,0,0,2020-03-07,0,0,1.19781762726406,Inf
"14407","399","TX- LONGVIEW",215161,0,0,0,0,2020-03-07,0,0,1.34727853059268,1.28275915564385
"14408","386","TX- BEAUMONT",464919,0,0,0,0,2020-03-07,0,0,1.24643188620017,1.23809523809524
"14409","411","TX- SAN ANGELO",159476,0,0,0,0,2020-03-07,0,0,1.35863711319312,Inf
"14410","402","TX- MCALLEN",672773,0,0,0,0,2020-03-07,0,0,1.11640777026082,Inf
"14411","422","UT- PROVO",599239,2.80384692477749e-10,0,2.80384692477749e-05,0,2020-03-07,0.000168017442735674,0,1.10601946793916,1.85714285714286
"14412","421","UT- OGDEN",485077,1.3234371945868e-06,0,0.13234371945868,0,2020-03-07,0.64196894403858,0,1.05365549559845,1
"14413","427","VA- CHARLOTTESVILLE",580368,0,0,0,0,2020-03-07,0,0,1.17419876043789,Inf
"14414","432","VA- ROANOKE",718474,0,0,0,0,2020-03-07,0,0,1.23630067481569,NA
"14415","431","VA- RICHMOND",1734485,0,0,0,0,2020-03-07,0,0,1.21123222513017,1.15079365079365
"14416","428","VA- LYNCHBURG",256375,0,0,0,0,2020-03-07,0,0,1.29362060852175,NA
"14417","426","VA- ARLINGTON",2297586,4.35239420853017e-07,0,0.0435239420853017,0,2020-03-07,1,0,1.18303403455226,1.21428571428571
"14418","429","VA- NEWPORT NEWS",563031,0,0,0,0,2020-03-07,0,0,1.08207805926895,1.05714285714286
"14419","435","VA- WINCHESTER",435762,0,0,0,0,2020-03-07,0,0,1.21309162441427,NA
"14420","442","WA- YAKIMA",298517,3.34989297091958e-06,0,0.334989297091958,0,2020-03-07,1,0,1.07863143741695,1.23061075315167
"14421","439","WA- SEATTLE",2812672,2.92403349245925e-05,5.68373096169976e-06,2.92403349245925,0.568373096169976,2020-03-07,82.2434713130233,15.986470931506,1.06217732330135,1.07749463238036
"14422","438","WA- OLYMPIA",387412,0,0,0,0,2020-03-07,0,0,1.06078822111717,Inf
"14423","437","WA- EVERETT",672161,2.48755379157159e-05,7.72815708816626e-09,2.48755379157159,0.000772815708816626,2020-03-07,16.7203664409655,0.00519456579653892,1.03325104252127,1.08388433898953
"14424","441","WA- TACOMA",802054,3.78548357842631e-06,1.03914483282636e-08,0.378548357842631,0.00103914483282636,2020-03-07,3.03616224601114,0.00833450269747713,1.07516004764092,1.24340333783044
"14425","450","WI- MARSHFIELD",379798,0,0,0,0,2020-03-07,0,0,1.08104054968546,1
"14426","446","WI- APPLETON",328675,0,0,0,0,2020-03-07,0,0,1.09338851352073,1.07169956537844
"14427","452","WI- NEENAH",238971,0,0,0,0,2020-03-07,0,0,1.07085943507653,1.39042576171439
"14428","457","WY- CASPER",192915,0,0,0,0,2020-03-07,0,0,1.05029791987858,NA
"14429","Hospital referral regions (2016)","Hospital referral regions 2016",NA,NA,NA,NA,NA,2020-03-07,NA,NA,NA,NA
"14430","268","MO- KANSAS CITY",2481936,4.02911275713798e-07,0,0.0402911275713798,0,2020-03-08,1,0,1.10725799163847,1.21080975238244
"14431","297","NY- BRONX",1398749,7.85981491440091e-06,0,0.785981491440091,0,2020-03-08,10.9939082517034,0,1.08523059493817,1.3019303272484
"14432","301","NY- EAST LONG ISLAND",4728414,1.93425565296911e-06,0,0.193425565296911,0,2020-03-08,9.14596150907827,0,1.10534512373017,1.41518249975424
"14433","303","NY- NEW YORK",4981418,1.7326658324786e-06,0,0.17326658324786,0,2020-03-08,8.6311327658939,0,1.08834899044328,1.29266685954326
"14434","308","NY- WHITE PLAINS",1135283,6.33744508402573e-05,0,6.33744508402573,0,2020-03-08,71.9479366732799,0,1.07435943373227,1.64900483034406
"14435","289","NJ- NEWARK",1534797,4.40429392560391e-08,0,0.00440429392560391,0,2020-03-08,0.0675969710413511,0,1.17129222773194,1.29097667428866
"14436","001","AL- BIRMINGHAM",2276677,0,0,0,0,2020-03-08,0,0,1.11387034804387,1.14564826862096
"14437","007","AL- MONTGOMERY",473121,0,0,0,0,2020-03-08,0,0,1.09710249020138,1.53141975626103
"14438","006","AL- MOBILE",826053,0,0,0,0,2020-03-08,0,0,1.25309969865573,1.19812765926279
"14439","134","FL- PENSACOLA",764431,2.61632508362429e-06,1.30816254181215e-06,0.261632508362429,0.130816254181215,2020-03-08,2,1,1.11771704416426,1.18799693247262
"14440","002","AL- DOTHAN",375802,0,0,0,0,2020-03-08,0,0,1.15663325703757,1.42857142857143
"14441","009","AL- TUSCALOOSA",266186,0,0,0,0,2020-03-08,0,0,1.17847243953408,NA
"14442","144","GA- ATLANTA",6243061,1.60177835840464e-06,0,0.160177835840464,0,2020-03-08,10,0,1.10062181114511,1.11549334256764
"14443","148","GA- ROME",289908,3.44937014501152e-06,0,0.344937014501152,0,2020-03-08,1,0,1.04564652343568,1.13617603958492
"14444","260","MS- MERIDIAN",197862,0,0,0,0,2020-03-08,0,0,1.21377880071949,Inf
"14445","005","AL- HUNTSVILLE",626099,0,0,0,0,2020-03-08,0,0,1.07994850190866,1.30368243198918
"14446","373","TN- CHATTANOOGA",700134,0,0,0,0,2020-03-08,0,0,1.08067750656129,1.2005209785697
"14447","262","MS- TUPELO",396259,0,0,0,0,2020-03-08,0,0,1.0962297811729,1.07071760892758
"14448","146","GA- COLUMBUS",349248,0,0,0,0,2020-03-08,0,0,1.45412966839577,3.01154429667587
"14449","010","AK- ANCHORAGE",710231,0,0,0,0,2020-03-08,0,0,1.08058608058608,1.21428571428571
"14450","012","AZ- PHOENIX",3373124,7.61453419106805e-07,0,0.0761453419106805,0,2020-03-08,2.56847680287122,0,1.10334915888875,1.23447808120836
"14451","293","NM- ALBUQUERQUE",1729568,0,0,0,0,2020-03-08,0,0,1.17896720039373,1.17299236330003
"14452","015","AZ- TUCSON",1221007,1.5094168066247e-07,0,0.015094168066247,0,2020-03-08,0.184300848680641,0,1.13378605628578,1.11928914875608
"14453","423","UT- SALT LAKE CITY",2034274,1.15906856132393e-06,0,0.115906856132393,0,2020-03-08,2.35786303851868,0,1.10095048240136,1.36502314985625
"14454","014","AZ- SUN CITY",298424,5.14651966523696e-07,0,0.0514651966523696,0,2020-03-08,0.153584498457868,0,1.0944117041286,1.2044284348
"14455","011","AZ- MESA",1384107,1.51757553277493e-06,0,0.151757553277493,0,2020-03-08,2.10048691794251,0,1.09618576647143,1.24103297246712
"14456","279","NV- LAS VEGAS",2064056,9.68965958287953e-07,0,0.0968965958287953,0,2020-03-08,2,0,1.09687967558548,1.13419786985621
"14457","019","AR- LITTLE ROCK",1557326,0,0,0,0,2020-03-08,0,0,1.08040014058757,1.11759753310141
"14458","270","MO- SPRINGFIELD",865127,0,0,0,0,2020-03-08,0,0,1.04602954396377,1.04024522319107
"14459","021","AR- SPRINGDALE",535647,0,0,0,0,2020-03-08,0,0,1.04980538085238,Inf
"14460","267","MO- JOPLIN",375895,0,0,0,0,2020-03-08,0,0,1.09888021599599,1.14426536510558
"14461","018","AR- JONESBORO",238432,0,0,0,0,2020-03-08,0,0,1.14387852272614,Inf
